id_station_itinerance,id_pdc_itinerance,puissance_nominale
FR3R3P90327168,FR3R3E10001361522,22.08
FRALLPGO800258,FRALLEGO8002582,300.0
FRS77P77269003,FRS77E772690032,22.8
FRALLPGO800502,FRALLEGO8005021,22.0
FREVZP05C5EA684F2E462BA03EED61D4D91,FREVZEPATT1,120.0
FREVZP2FB7C680BF324392BF169D7FE6D01,FREVZEBETA1,180.0
FREVEPCMFPGCPP7SHQMDIUGNPZ947J4,FREVEECMFPGHFIISK84DIUGZ4G93XUA,22.08
FRTSLP30513,FRTSLE00L65R,250.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGLA9NSM3KDIUG9VQJIY90,120.0
FRIOYP13531046,FRIOYE409652,50.0
FRTSLP33188,FRTSLE0MOMDH,250.0
FREVZP223D8C413B1C48D08602945DD5329,FREVZEIVEE1,180.0
FRGSPP89911915,FRGSPE10000860951,22.08
FRSRGP90289185,FRSRGE12346396561,11.04
FRECHPCKKQR,FRECHECKKQR1,60.0
FRLDLPLFR4003EVCP,FRLDLE00001562,22.0
FRV75PPX1110,FRV75EPX11103,7.0
FRLDLPLFR4138EVCP,FRLDLE00002507,22.0
FRSRGP90119584,FRSRGE12346052611,17.94
FRGSPP91082102,FRGSPE12348691234,2.3
FRALLPGO900406,FRALLEGO9004061,150.0
FR3R3P90346818,FR3R3E10001361573,22.08
FREBNPBUAKU,FREBNEBUAKU2,22.0
FREBNPBAADT,FREBNEBAADT1,24.0
FRLDLPLFR4138EVCP,FRLDLE00002508,22.0
FRLDLPLFR3743EVCP,FRLDLE00005213,120.0
FRV75PPX1205,FRV75EPX12055,7.0
FRLDLPLFR3743EVCP,FRLDLE00005214,120.0
FRALLPGO600112,FRALLEGO6001122,200.0
FREVZP89220256F67A418099517B0C0BC26,FREVZELEAF1,180.0
FRBPEP3EA024,FRBPEE3EA0240713,500.0
FRR3MP1092096,FRR3ME5558784,150.0
FRWA2P501370,FRWA2E3632173,22.0
FRS14PLM28TQCV3186KM,FRS14EEBYH1,22.0
FREVZP3A9CC537BE31447A80133F3935154,FREVZEBEAU1,120.0
FR3R3P90346827,FR3R3E10001361581,150.0
FRTSLP33184,FRTSLE9D3QKZ,250.0
FRS14PBM0HFP9CGY,FRS14EASQY1,22.0
FRTSLP34831,FRTSLEFI1WG2,250.0
FREVZPBEBF3C541DFD4B2EB675DFDBB6A0C,FREVZEROUS2,120.0
FREVEPCMFPGCPP7SHQMDIUGNPZ947J4,FREVEECMFPGHFIISK85DIUGDTDMMS5Z,22.08
FREVEPCMHDJMAMKBPA6FBUU9X9KO8Z9,FREVEECMHDJRO80BSR5FBUU425F5RRE,22.08
FRTSLP33188,FRTSLE0MOMDG,250.0
FRECHPCKKQR,FRECHECKKQR2,22.0
FREBNPBVXAV,FREBNEBVXAV2,22.0
FRSRGP91152568,FRSRGE12347857492,400.0
FRLDLPLFR3319EVCP,FRLDLE00005584,22.0
FRDRVPCRFMKT44350150010493023792,FRDRVEAELQ2,22.08
FRTSLP30249,FRTSLE0005O1,250.0
FREVZP0D657EBD0D8042B782A25788428FC,FREVZEKAII1,22.0
FRDRVPJNSV,FRDRVEJLNP1,50.0
FRBPEP3EA024,FRBPEE3EA0240714,500.0
FRALLPGO999033,FRALLEGO9990332,22.0
FREVEPCMHDJMAMKBPA6FBUU9X9KO8Z9,FREVEECMHDJRO80BSR4FBUUEGFNTMAX,22.08
FRS50P50410004,FRS50E504100041,120.0
FREVEPCMK2PYLWS1OFHDX579NUNIM6C,FREVEECMK2PZZ8W1PO3DX57TMDW155N,32.0
FREBNPBRHNM,FREBNEBRHNM2,50.0
FRLDLPLFR4044EVCP,FRLDLE00005417,120.0
FRTSLP3318,FRTSLEA4RQHF,150.0
FRGSPP91082102,FRGSPE12345956952,2.3
FRLDLPLFR4044EVCP,FRLDLE00005418,120.0
FR3R3P90929175,FR3R3E12346770802,180.0
FRBPEP3EA003,FRBPEE3EA0030407,500.0
FRALLPGO900554,FRALLEGO9005542,22.0
FREBNPBTZDD,FREBNEBVUFL1,22.0
FRALLPGO800722,FRALLEGO8007222,22.0
FRS77P77252001,FRS77E772520011,22.8
FRALLPGO900733,FRALLEGO9007332,22.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGLA9NSM3JDIUGSSCPBCAF,120.0
FRALLPGO700218,FRALLEGO7002181,300.0
FREVEPCMHDLTSDQ0SX5TY1B8VGLJHD0,FREVEECMHDLUX060TIETY1BQ7A98F00,22.08
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4JCBK8NDA120NGCL3CGWH,22.08
FREVEPCMHDJW6KCBUZUFBUUTLGD32CJ,FREVEECMHDJXPJQBVYNFBUUTRXUQ26W,22.08
FRYAWP90938288,FRYAWE1234702005DC3,300.0
FRLDLPLFR3795EVCP,FRLDLE00003841,120.0
FRLDLPLFR3795EVCP,FRLDLE00003842,60.0
FRSWSP90234801,FRSWSE12346309231,22.08
FRECHPCKKQR,FRECHECKKQR3,60.0
FRIZFPFAST334,FRIZFEFAST33423,150.0
FRECHPCWYPM,FRECHECYHHQ2,90.0
FRLDLPLFR2654EVCP,FRLDLE00007528,300.0
FRLDLPLFR2654EVCP,FRLDLE00007529,300.0
FRGSPP91187265,FRGSPE12345956982,22.08
FRA79P91246190,FRA79E12348542773,2.88
FRDRVPEHNW,FRDRVEBJMV1,200.0
FRALLPGO800140,FRALLEGO8001402,300.0
FRS50P50410004,FRS50E504100044,30.0
FRTSLP1753,FRTSLE00046R,150.0
FRS14PLM2926I9Q15GV3,FRS14ENFPH2,120.0
FRALLPGO800497,FRALLEGO8004971,22.0
FRS14PLMA2IIIUV29KO3,FRS14EGANV3,22.0
FRLDLPLFR3320EVCP,FRLDLE00005160,120.0
FRLDLPLFR3320EVCP,FRLDLE00005159,120.0
FRS77P77244001,FRS77E772440012,22.8
FREBNPBGCQY,FREBNEBGCQY2,22.0
FREBNPBCTSR,FREBNEBCTSR1,24.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGMYGHSMY5DIUGJOWAR010,22.08
FREVZP05C5EA684F2E462BA03EED61D4D91,FREVZEPATY1,120.0
FREVEPCMHDLTSDQ0SX5TY1B8VGLJHD0,FREVEECMHDLUX060TIFTY1BJGJKTNWY,22.08
FREVEPCMHM49LI28GO5120NAO83MORV,FREVEECMHM4FLO28KV0120NC9G9UB5D,22.08
FREVEPCMOBF1NRMO5EXV9LK3NO9R1DL,FREVEECMOBF3NR2O6Y6V9LKDVAR9W8G,120.0
FREVEPCMFPGSI73SPVMDIUGRLZ9CICV,FREVEECMFPGTYFUSQLCDIUGSFL4G9PW,120.0
FRSRGP91266394,FRSRGE12348657141,7.36
FRTSLP6462,FRTSLE0003TZ,150.0
FRLDLPLFR3829EVCP,FRLDLE00006087,180.0
FRLDLPLFR3193EVCP,FRLDLE00003655,120.0
FRLDLPLFR3657EVCP,FRLDLE00003661,120.0
FRIMXPIMAX1,FRIMXEIMAX111,150.0
FRLDLPLFR3657EVCP,FRLDLE00003662,120.0
FRSRGP91025139,FRSRGE12347251703,22.08
FRZEEP89228205,FRZEEE10000584833,22.08
FREBNPBGSRQ,FREBNEBGSRQ1,22.0
FRS77P77229001,FRS77E772290012,22.8
FRTSLP30249,FRTSLE0005O5,250.0
FRS14PLLY7015WV19UIU,FRS14ENNJE3,43.0
FRALLPGO900334,FRALLEGO9003342,150.0
FRECHPCAAFQ,FRECHECAAFQ2,90.0
FRS77P77279001,FRS77E772790011,22.8
FRS77P77095001,FRS77E770950012,22.8
FRLDLPLFR2580EVCP,FRLDLE00006939,120.0
FRALLPGO900382,FRALLEGO9003821,150.0
FREVZPC9AC0E3FD17B4957BF954C02B3F58,FREVZETECO2,150.0
FRS50P50410004,FRS50E504100045,22.0
FRTSLP1736,FRTSLE0003PT,250.0
FRLDLPLFR3193EVCP,FRLDLE00003656,60.0
FR3R3P89882097,FR3R3E10000849762,150.0
FRTSLP1736,FRTSLE0003PZ,250.0
FREVZP1CCA55DF614D4747A22C7B4762254,FREVZEONAH3,22.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGMYGHSMY4DIUG1U8BNWCQ,22.08
FREVEPCMHM49LI28GO5120NAO83MORV,FREVEECMHM4FLO28KUZ120NWGCG996B,22.08
FRECHPCGVAC,FRECHECGVAC1,22.0
FRMFCPPAU,FRMFCEPAU5,23.04
FREBNPBGSRQ,FREBNEBGSRQ2,22.0
FRSRGP90119496,FRSRGE12346051681,17.94
FRALLPGO900607,FRALLEGO9006072,22.0
FRR3MP894891,FRR3ME4992381,180.0
FRA79P90952821,FRA79E12347050892,22.08
FRV75PPX0705,FRV75EPX07055,7.0
FRLDLPLFR3158EVCP,FRLDLE00000879,22.0
FRLDLPLFR3158EVCP,FRLDLE00000880,22.0
FRECHPCAAFQ,FRECHECBMTU1,90.0
FRS50P50410004,FRS50E504100046,22.0
FRWA2P773856,FRWA2E3756762,22.0
FRDRVPEHNW,FRDRVECGUV2,200.0
FRDRVPBDFY50031623778171,FRDRVEBMTY2,150.0
FRDRVPCRFMKT24800150067949432029,FRDRVEDGHV2,150.0
FRLDLPLFR4037EVCP,FRLDLE00001494,32.0
FRLDLPLFR3614EVCP,FRLDLE00003199,120.0
FRWA2P461759,FRWA2E3485434,22.0
FRS77P77282002,FRS77E772820022,22.8
FRALLPGO600113,FRALLEGO6001132,200.0
FRALLPGO900654,FRALLEGO9006542,22.0
FRS77P77219001,FRS77E772190012,22.8
FRMGPP93032A,FRMGPE93032AB1P3,22.0
FRALLPGO800160,FRALLEGO8001601,300.0
FREVZPDE4F11D4AAC149289B31396FBDF5D,FREVZEHOKU2,180.0
FRALLPGO900191,FRALLEGO9001911,300.0
FRR3MP1092182,FRR3ME5560823,150.0
FREVZP223D8C413B1C48D08602945DD5329,FREVZEIVEL1,180.0
FREBNPBNQML,FREBNEBNQML3,50.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGOCBZSNMEDIUG2VB8QA8U,22.08
FREVZP143DA329A534416AB7CE34C4A4C50,FREVZEJAAD1,22.0
FRSWSP90206344,FRSWSE12349103151,22.08
FRTSLP28456,FRTSLE00036Z,250.0
FRBPEP3EA003,FRBPEE3EA0030408,500.0
FRZEEP89359113,FRZEEE10001163041,24.0
FRLDLPLFR3933EVCP,FRLDLE00003489,120.0
FRS50P50410004,FRS50E504100047,22.0
FRLDLPLFR3933EVCP,FRLDLE00003490,120.0
FRZEEP89439342,FRZEEE10001239743,22.08
FREBNPBDYZL,FREBNEBDYZL1,22.0
FRSWSP89616561,FRSWSE10001382071,22.08
FRR3MP1030089,FRR3ME5284012,150.0
FRLDLPLFR3586EVCP,FRLDLE00006673,22.0
FRLDLPLFR3586EVCP,FRLDLE00002776,125.0
FRLDLPLFR3586EVCP,FRLDLE00006674,50.0
FRLDLPLFR3327EVCP,FRLDLE00006962,90.0
FRLDLPLFR3293EVCP,FRLDLE00000495,22.0
FRLDLPLFR3293EVCP,FRLDLE00000496,22.0
FRS14PLMBJ6EJZU2IE5H,FRS14ECYSW2,22.0
FRWA2P631991,FRWA2E4219977,47.0
FRTSLP1728,FRTSLE0003IZ,150.0
FRALLPGO700109,FRALLEGO7001091,22.0
FREVZP836FE09E3AA544CD84172F0DA05B4,FREVZEPIEL1,50.0
FRECHPCAAFQ,FRECHECBMTU2,90.0
FREVEPCMFPGJZGBSLHFDIUG5CRKAXCU,FREVEECMFPGOCBZSNMDDIUGG8ZY7FUO,22.08
FRGYMP735564,FRGYMEC12403021,150.0
FREVEPCMHM49LI28GO5120NAO83MORV,FREVEECMHM4H8AW8LZD120NH7THIF8D,22.08
FREVZP74597FDF276F42B9863B3C487E610,FREVZETOIA1,180.0
FRALLPGO800041,FRALLEGO8000412,50.0
FRS77P77214001,FRS77E772140012,22.8
FREVZP143DA329A534416AB7CE34C4A4C50,FREVZEJERL1,22.0
FREVZPE21330BCC1284B0F8A54D1F5FC1D4,FREVZERENI2,22.0
FRLDLPLFR4000EVCP,FRLDLE00000943,22.0
FRZEEP89344062,FRZEEE10001142022,22.08
FRGSPP89621901,FRGSPE10000859301,22.08
FRLDLPLFR4000EVCP,FRLDLE00000944,22.0
FRSRGP91004809,FRSRGE12347181561,22.08
FRV75PPX1206,FRV75EPX12066,7.0
FRTSLP1735,FRTSLE0003JN,150.0
FRS50P50410004,FRS50E504100048,22.0
FREBNPBANFT,FREBNEBANFT2,22.0
FRLDLPLFR3796EVCP,FRLDLE00001937,120.0
FRTSLP1732,FRTSLE5CY6TN,250.0
FRV75PPX1206,FRV75EPX12064,7.0
FRLDLPLFR3796EVCP,FRLDLE00001938,120.0
FRALLPGO700300,FRALLEGO7003001,50.0
FRDRVPCGTZ,FRDRVEPRTX1,50.0
FRECHPCAAFQ,FRECHECHHVZ2,90.0
FRALLPGO900055,FRALLEGO9000552,150.0
FRA79P91004786,FRA79E12347181401,22.08
FRGSPP91366943,FRGSPE12345958551,22.08
FREVZPE21330BCC1284B0F8A54D1F5FC1D4,FREVZERENI1,22.0
FRDRVPGNUW,FRDRVE12171P2,22.08
FRWA2P632002,FRWA2E3628699,47.0
FRALLPGO900050,FRALLEGO9000501,150.0
FRALLPGO800996,FRALLEGO8009961,100.0
FRS50P50129010,FRS50E501290101,22.0
FRS77P77212001,FRS77E772120012,22.8
FRALLPGO900718,FRALLEGO9007182,22.0
FREBNPBXTXA,FREBNEBXTXA2,22.0
FRR3MP1029907,FRR3ME5283299,150.0
FRALLPGO600137,FRALLEGO6001371,200.0
FRALLPGO900130,FRALLEGO9001301,300.0
FREVEPCMFPH09AMSTXRDIUGS5TO211K,FREVEECMFPH1LVMSUOODIUG8LD2QWBY,22.08
FRLDLPLFR3650EVCP,FRLDLE00003289,22.0
FREVZP40CA2FD075644F75828B0345BE3D5,FREVZEJOBI1,11.0
FRLDLPLFR3850EVCP,FRLDLE00003129,120.0
FRLDLPLFR3850EVCP,FRLDLE00003130,60.0
FRLDLPLFR2922EVCP,FRLDLE00005390,22.0
FRALLPGO800313,FRALLEGO8003131,22.0
FRA79P91050907,FRA79E12347315162,22.08
FRSRGP91333016,FRSRGE12348874651,200.0
FRDRVPEHNW,FRDRVEFHKW1,200.0
FRV75PPX1402,FRV75EPX14026,7.0
FRELCPBRIBG,FRELCEKZ38,22.0
FRV75PPX1505,FRV75EPX15053,7.0
FRECHPCAAFQ,FRECHECQTQB1,90.0
FRALLPGO900798,FRALLEGO9007982,22.0
FREVEPCMFPH09AMSTXRDIUGS5TO211K,FREVEECMFPH1LVMSUONDIUGOCUH71HG,22.08
FRWA2P632014,FRWA2E3756667,47.0
FRALLPGO999005,FRALLEGO9990051,22.0
FRWA2P531814,FRWA2E3755860,22.0
FRR3MP1029899,FRR3ME5283281,22.0
FREBNPBMBFT,FREBNEBMBFT2,22.0
FRALLPGO800133,FRALLEGO8001332,300.0
FREBNPBDAUB,FREBNEBDAUB1,22.0
FREVZPB2CA34BF44444D5AA482CFE33762B,FREVZETOVA1,180.0
FRS77P77194001,FRS77E771940011,22.8
FREVZPE21330BCC1284B0F8A54D1F5FC1D4,FREVZERENI3,22.0
FREVEPCMHM49LI28GO5120NAO83MORV,FREVEECMHM4H8AW8LZE120NTG4B4HH3,22.08
FRALLPGO900484,FRALLEGO9004841,300.0
FREVEPCMOBG73ISP1G7V9LKYLL46QG1,FREVEECMOBG8KMJP2G6V9LKDADJE70T,7.36
FRALLPGO999008,FRALLEGO9990082,22.0
FRS50P50129010,FRS50E501290102,22.0
FRS14PLLRUP001P24D4F,FRS14EUYVV1,100.0
FREVZPA48FFE726DBA472A870EE9DC2C7DF,FREVZEKALU1,120.0
FREVZP0BBAC64D50F6420384A1BEC843137,FREVZEIUNA1,22.0
FREVZPF4078414A6E844178508EEB89CDA4,FREVZEPAJE4,22.0
FRLDLPLFR3784EVCP,FRLDLE00002614,22.0
FRLDLPLFR3347EVCP,FRLDLE00005589,22.0
FRTSLP1723,FRTSLE0003P3,150.0
FRLDLPLFR3621EVCP,FRLDLE00001031,22.0
FRZEEP89909333,FRZEEE10001522801,22.08
FRSRGP90357519,FRSRGE12346509682,22.08
FRTSLP30249,FRTSLE0005NT,250.0
FRLDLPLFR3621EVCP,FRLDLE00001032,22.0
FRS14PLMA2JUUHI1JF06,FRS14EGVLU1,100.0
FRZEEP89928176,FRZEEE12345713783,22.08
FRV75PPX1504,FRV75EPX15042,7.0
FRGSPP89911880,FRGSPE12345956512,22.08
FRECHPCAAFQ,FRECHECQTQB3,22.0
FRGSPP91082102,FRGSPE12348691222,2.3
FRLDLPLFR3727EVCP,FRLDLE00001591,22.0
FRSRGP90119474,FRSRGE12346051461,17.94
FRLDLPLFR3727EVCP,FRLDLE00001592,22.0
FRSRGP91141293,FRSRGE12347794161,50.0
FRV75PPX1504,FRV75EPX15045,7.0
FRSRGP90357499,FRSRGE12348874702,180.0
FRTSLP28456,FRTSLE00037V,250.0
FRS77P77022002,FRS77E770220024,22.8
FRGYMP735570,FRGYMEC22403038,150.0
FRALLPGO900250,FRALLEGO9002502,50.0
FRALLPGO800464,FRALLEGO8004641,200.0
FRALLPGO600119,FRALLEGO6001191,200.0
FRWA2P631966,FRWA2E4221124,47.0
FREBNPBDAUB,FREBNEBDAUB2,22.0
FRGYMP735564,FRGYMEC12403020,22.0
FRS77P77191001,FRS77E771910011,22.8
FREVZPA2C9D980D81147F5B0F9C755F68C0,FREVZEFORT1,180.0
FREVZPE68FEA34E92746C1AC1B7DDAB5A8C,FREVZEOZIL2,50.0
FREVEPCMFPH09AMSTXRDIUGS5TO211K,FREVEECMFPH294DSV24DIUGN5OC4TTZ,22.08
FRECHPCBQQH,FRECHECBQQH1,120.0
FRZEEP89932082,FRZEEE12348805881,11.04
FRLDLPLFR3471EVCP,FRLDLE00001851,22.0
FRSRGP91266390,FRSRGE12348652821,7.36
FRLDLPLFR3464EVCP,FRLDLE00000243,22.0
FRALLPGO800183,FRALLEGO8001831,150.0
FRSRGP90119496,FRSRGE12346051682,3.68
FRLDLPLFR3471EVCP,FRLDLE00001852,22.0
FRA79P90932673,FRA79E12346973473,1.84
FRDRVPAJKN50036255377957,FRDRVEEPVY2,22.08
FRTSLP33179,FRTSLE0CFB1F,250.0
FRLDLPLFR3919EVCP,FRLDLE00005412,22.0
FRS14PET192,FRS14EET1922,44.0
FRS14PLM2VLAXTKVQKQ0,FRS14EVUYM2,22.0
FRTSLP33179,FRTSLE0CFB1T,250.0
FRALLPGO800766,FRALLEGO8007661,22.0
FRLDLPLFR3464EVCP,FRLDLE00000244,22.0
FRALLPGO800476,FRALLEGO8004762,300.0
FREVZP8E266BACF5414FD7905ABAD6E848F,FREVZEKANY2,22.0
FRALLPGO900067,FRALLEGO9000671,300.0
FRALLPGO900012,FRALLEGO9000121,150.0
FREVZPA507BC847E064285B31FCD5FC003C,FREVZEREON1,22.0
FRALLPGO900740,FRALLEGO9007401,22.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR15,7.0
FREVEPCMFPH09AMSTXRDIUGS5TO211K,FREVEECMFPH294DSV23DIUGKCA0G4MF,22.08
FRS77P77185001,FRS77E771850012,22.8
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4IBX38MPI120NZ0QG5MZE,22.08
FRS77P77043001,FRS77E770430011,22.8
FRALLPGO800909,FRALLEGO8009092,150.0
FREBNPBMSBR,FREBNEBMSBR1,22.0
FREVZP4E3BFBFF46C84429984A7EF7D769A,FREVZEEMYR2,120.0
FREBNPBJDEG,FREBNEBJDEG2,22.0
FRELCP12954115,FRELCEZHLJ,300.0
FRSWSP89942881,FRSWSE10001334951,11.04
FRLDLPLFR3919EVCP,FRLDLE00005411,22.0
FRV75PPX1509,FRV75EPX15093,7.0
FRS14PZID3096,FRS14EZID3096CP1,7.0
FRTSLP5367,FRTSLE1LRV0A,250.0
FRLDLPLFR3415EVCP,FRLDLE00005791,22.0
FRALLPGO999088,FRALLEGO9990881,22.0
FRLDLPLFR3415EVCP,FRLDLE00005792,22.0
FRZUNP2737850063890267871,FRZUNEFR2701ER01,400.0
FRTSLP33179,FRTSLE0CFB1D,250.0
FRSE1PSE91DSUB,FRSE1ESE91DSUB1,50.0
FREVEPCMHDJMAMKBPA6FBUU9X9KO8Z9,FREVEECMHDJO00QBQ7CFBUUPO6KYAL0,22.08
FRTSLP33179,FRTSLE0CFB1P,250.0
FRECHPCBQQH,FRECHECBQQH3,22.0
FRALLPGO600142,FRALLEGO6001421,200.0
FRALLPGO900609,FRALLEGO9006091,22.0
FRGYMP735593,FRGYMEC22309012,47.0
FRALLPGO600023,FRALLEGO6000232,150.0
FRTSLP33179,FRTSLE0CFB2B,250.0
FRR3MP1096906,FRR3ME5575322,150.0
FRTSLP16281,FRTSLE0004R1,250.0
FREVEPCMHM49LI28GO5120NAO83MORV,FREVEECMHM4BDCO8HXF120N6GSZ4XO0,200.0
FRALLPGO600117,FRALLEGO6001171,200.0
FRS77P77182001,FRS77E771820012,22.8
FRR3MP1030137,FRR3ME5284276,150.0
FREBNPBJKAL,FREBNEBJKAL1,22.0
FRALLPGO800068,FRALLEGO8000682,300.0
FREVZPD9F9514C937741E3AE1751201AB1F,FREVZEDOAN1,50.0
FRALLPGO999086,FRALLEGO9990861,22.0
FRIOYP13530819,FRIOYE433401,350.0
FRSRGP90119457,FRSRGE12346051291,17.94
FRLDLPLFR3347EVCP,FRLDLE00005590,22.0
FRLDLPLFR4143EVCP,FRLDLE00002024,22.0
FRTSLP16281,FRTSLE0004R3,250.0
FRECHPCZUJP,FRECHECZUJP1,60.0
FRLDLPLFR4275EVCP,FRLDLE00002367,22.0
FRS14PET316,FRS14EET3162,22.0
FRLDLPLFR3726EVCP,FRLDLE00002597,22.0
FRLDLPLFR3726EVCP,FRLDLE00002598,22.0
FRLDLPLFR4143EVCP,FRLDLE00002023,22.0
FRALLPGO900059,FRALLEGO9000591,300.0
FRYAWP91390659,FRYAWE1234901378DC2,400.0
FRV75PPX0606,FRV75EPX06065,7.0
FRV75PPX0813,FRV75EPX08132,7.0
FRBPEP3EA003,FRBPEE3EA0031632,100.0
FRR3MP897635,FRR3ME5002783,22.0
FRWA2P519439,FRWA2E3711227,22.0
FRATLPZ326FRGRANDP000001,FRATLE000871,150.0
FRATLPZ330FR22ETAP000001,FRATLE000803,22.0
FRS77P77469001,FRS77E774690012,22.8
FRATLPZ330FR22ETAP000001,FRATLE000662,150.0
FRBPEP3EA003,FRBPEE3EA0031633,100.0
FREBNPBRUJD,FREBNEBRUJD2,22.0
FREBNPBLZKW,FREBNEBLZKW2,22.0
FRS77P77175002,FRS77E771750022,22.8
FRTSLP33194,FRTSLE0J8S07,250.0
FRECHPCUBGL,FRECHECUBGL1,60.0
FREVZP74597FDF276F42B9863B3C487E610,FREVZETITA2,180.0
FREVZPD9F9514C937741E3AE1751201AB1F,FREVZEDOAN2,50.0
FRTSLP29984,FRTSLE0005PF,250.0
FRS77P77142001,FRS77E771420011,22.8
FREVZPA48FFE726DBA472A870EE9DC2C7DF,FREVZEKALU2,120.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR4,7.0
FRIOYP13531288,FRIOYE486174,400.0
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4EHQM8K1P120N04WM9L2G,200.0
FRECHPCZUJP,FRECHECZUJP2,22.0
FRS14PET221,FRS14EET2211,22.0
FRLDLPLFR3349EVCP,FRLDLE00000655,22.0
FRIOYP13531081,FRIOYE407803,350.0
FRV75PPX1405,FRV75EPX14052,7.0
FRTSLP1759,FRTSLEA6GRIA,250.0
FRTSLP29984,FRTSLE0005PN,250.0
FRSRGP90119584,FRSRGE12346052621,17.94
FRDRVPCRFMKT180001,FRDRVEELXY2,22.08
FREVZP429732A070734F81BA159DE748AA4,FREVZEYLAN1,22.0
FRLDLPLFR3349EVCP,FRLDLE00000656,22.0
FRDRVPAJKN50050727157918,FRDRVEBFTY2,150.0
FRWA2P631954,FRWA2E3756445,47.0
FREVZPC0C57E104332408ABF10121CC4C16,FREVZEGORA1,22.0
FREBNPBMJJA,FREBNEBMJJA2,22.0
FREVZP338B1B6BCD8244E8BC350516177F0,FREVZEYANE1,22.0
FRDRVPHJSX50026410102738,FRDRVEBFYZ1,200.0
FRV75PPX1309,FRV75EPX13092,7.0
FRS14PLLV6OREWV2DBTU,FRS14ENZWC2,100.0
FREBNPBKGNZ,FREBNEBKGNZ1,22.0
FRATLPFR00339,FRATLE002382,150.0
FRATLPPZ331FRODYSSE000002,FRATLE101581,300.0
FRR3MP1096906,FRR3ME5575320,150.0
FRR3MP1092173,FRR3ME5560796,22.0
FREVZP01F1388866944E42A0EA95792110D,FREVZEEDID1,22.0
FRR3MP1031400,FRR3ME5288604,22.0
FRS77P77517001,FRS77E775170011,22.8
FRS77P77153001,FRS77E771530011,22.8
FRS77P77131001,FRS77E771310011,22.8
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4EHQM8K1Q120NTYIA60V2,200.0
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4IBX38MPH120NXTNEAJER,22.08
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR10,7.0
FREVEPCMFPGSI73SPVMDIUGRLZ9CICV,FREVEECMFPGUWALSR49DIUG3PP6N49E,120.0
FRLDLPLFR3349EVCP,FRLDLE00000653,22.0
FRLDLPLFR3379EVCP,FRLDLE00005195,120.0
FRLDLPLFR3573EVCP,FRLDLE00005163,120.0
FRLDLPLFR3349EVCP,FRLDLE00000654,22.0
FRLDLPLFR3379EVCP,FRLDLE00005196,60.0
FRV75PPX1310,FRV75EPX13103,7.0
FRDRVPFLPS,FRDRVEBMQW1,50.0
FRDRVPCRFMKT343701,FRDRVEAEUY2,200.0
FRDRVPCEWY50089799300916,FRDRVEBGLU1,50.0
FRGSPP90224272,FRGSPE10000859483,3.68
FRALLPGO999082,FRALLEGO9990822,22.0
FRALLPGO900477,FRALLEGO9004772,50.0
FRTSLP1771,FRTSLE0004HZ,150.0
FRV75PPX1310,FRV75EPX13101,7.0
FRTSLP1771,FRTSLE0004I5,150.0
FRALLPGO800419,FRALLEGO8004191,300.0
FRALLPGO600090,FRALLEGO6000901,200.0
FRR3MP1096129,FRR3ME5572761,22.0
FRALLPGO500009,FRALLEGO5000091,200.0
FRGYMP735586,FRGYMEC22309008,22.0
FRS77P77118005,FRS77E771180052,22.8
FRALLPGO900955,FRALLEGO9009552,150.0
FRALLPGO900393,FRALLEGO9003932,150.0
FREVZPF300AAB5504F4271BDB2C975D62E6,FREVZERUSH1,180.0
FREVZP2EAFF02B1DE5496B9DE7A4A2064C9,FREVZELION1,22.0
FREBNPBQMHX,FREBNEBQMHX1,22.0
FREVEPCMOLI8F1W000211B1GNKMAVWA,FREVEECMHM4JCBK8NDB120NED3JVBD9,22.08
FRECHPCZUJP,FRECHECZUJP3,60.0
FREVZP4A617CAD4A5F4E48867011BEABB0D,FREVZENOVA1,150.0
FREVZP5EEE9F0F74074A979F69FCA88570E,FREVZEXOEY1,180.0
FRECHPCDDNP,FRECHECGSHX3,60.0
FREBNPBELRF,FREBNEBELRF3,24.0
FRSWSP90234802,FRSWSE12346604472,360.0
FRLDLPLFR3215EVCP,FRLDLE00004453,22.0
FREBNPBQQPJ,FREBNEBQQPJ1,22.0
FRIOYP13530799,FRIOYE454210,350.0
FRR3MP1090403,FRR3ME5551258,150.0
FRMGPP93032A,FRMGPE93032AB1P1,22.0
FREVZPEB47EAC0838D409E863181CDEF4F3,FREVZEZORI2,50.0
FRLDLPLFR3215EVCP,FRLDLE00004454,22.0
