id_station_itinerance,id_pdc_itinerance,puissance_nominale
FRLDLPLFR2922EVCP,FRLDLE00007072,22.0
FRLDLPLFR2922EVCP,FRLDLE00007073,22.0
FRTSLP1759,FRTSLE0KYFXP,250.0
FRATLPFR00308,FRATLE004681,150.0
FRV75PPX0813,FRV75EPX08135,7.0
FREVZPE1256474328246B48D4966A4CE96B,FREVZEELOM1,180.0
FRLDLPLFR3073EVCP,FRLDLE00000394,50.0
FRSRGP90357516,FRSRGE12346509651,22.08
FREVZPCAC68DCD50554051A06D0B6D15D16,FREVZEALAM1,180.0
FREBNPBCBXS,FREBNEBCBXS1,22.0
FRA79P90952829,FRA79E12347050941,22.08
FRS14PTAO2125,FRS14ETAO21252,22.0
FRLDLPLFR3073EVCP,FRLDLE00000396,22.0
FREVZP5E1158D101D74E5193C9977532EBC,FREVZELUCA2,180.0
FREVZP074F19BDAC2B4AE4BC2537E812BE0,FREVZEKORT1,180.0
FREVEPCMK2PYLWS1OFHDX579NUNIM6C,FREVEECMK2Q1PGE1R64DX57S2K35LIZ,16.0
FREVEPCMK2PQYIM1I3MDX57RA7RUVWW,FREVEECMK2PS3JX1J32DX57NRW38JIJ,7.36
FRTSLP30255,FRTSLE0DP5FS,250.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR5,7.0
FREBNPBJBMB,FREBNEBJBMB2,22.0
FRMFCPORLEANS,FRMFCEORLEANS7,23.04
FRALLPGO800199,FRALLEGO8001991,150.0
FRMGPP93032A,FRMGPE93032AB1P2,22.0
FREMSP91062054,FREMSE12347413271,11.04
FRLDLPLFR2911EVCP,FRLDLE00004613,22.0
FRIOYP13531030,FRIOYE410104,350.0
FRLDLPLFR2911EVCP,FRLDLE00004614,22.0
FRR3MP1072635,FRR3ME5410765,180.0
FRS14PLM290FB6TVT1RR,FRS14EESDQ2,22.0
FRR3MP1030019,FRR3ME5283713,50.0
FRGSPP89332828,FRGSPE10000859163,7.36
FRV75PPX0815,FRV75EPX08151,7.0
FREVEPCMK2PQYIM1I3MDX57RA7RUVWW,FREVEECMK2PS3JY1J33DX57TTI5ABOW,7.36
FRGSPP90850542,FRGSPE12345958192,120.0
FRMFCPTARBES,FRMFCETARBES5,23.04
FRLDLPLFR3722EVCP,FRLDLE00004345,22.0
FRLDLPLFR3722EVCP,FRLDLE00004346,22.0
FREVEPCMOBF1NRMO5EXV9LK3NO9R1DL,FREVEECMOBF7W4COA4XV9LKDQOYOAHN,22.08
FRLDLPLFR4093EVCP,FRLDLE00002391,22.0
FRS14PDBTQCNG51240098375999,FRS14EDBTQCNG512400983759991,151.0
FRV75PPX0611,FRV75EPX06114,7.0
FRMFCPCOLMAR,FRMFCECOLMAR5,320.0
FRGYMP735596,FRGYMEC22309002,47.0
FRV75PPX0611,FRV75EPX06112,3.0
FRATLPFR00984,FRATLE104831,150.0
FRECHPCABQE,FRECHECMHFT2,22.0
FRECHPCABQE,FRECHECABQE3,3.7
FRALLPGO600006,FRALLEGO6000062,150.0
FRALLPGO900505,FRALLEGO9005052,300.0
FRECHPCABQE,FRECHECABQE1,22.0
FREBNPBPYNL,FREBNEBPYNL1,24.0
FRSWSP90255847,FRSWSE12347127131,22.08
FRIOYP13531496,FRIOYE485876,250.0
FRTSLP30259,FRTSLE00L576,250.0
FREVZPD1F81DDF62024153A4D35C3CB76D9,FREVZELIAT1,180.0
FREBNPBBKGF,FREBNEBBKGF1,22.0
FRALLPGO900614,FRALLEGO9006142,22.0
FRTSLP16281,FRTSLE10HMTQ,250.0
FRS14PLM291S9FMZ2M8A,FRS14ENFFR1,120.0
FRTSLP30250,FRTSLE1A7GGZ,250.0
FRECHPCABQE,FRECHECABQE2,22.0
FRS77P77095001,FRS77E770950011,22.8
FRMGPP93032A,FRMGPE93032AB1P4,22.0
FRA79P91261736,FRA79E12348650761,22.08
FRLDLPLFR3653EVCP,FRLDLE00001691,22.0
FRLDLPLFR3653EVCP,FRLDLE00001692,22.0
FRR3MP1096129,FRR3ME5572764,180.0
FRS14PDBTQCNG23851210097772797,FRS14EDBTQCNG238512100977727972,49.0
FREVZP3B0823537BC04792A5F68A6CC70B7,FREVZEKYEN2,180.0
FRALLPGO900845,FRALLEGO9008451,22.0
FRATLPFR01138,FRATLE103671,600.0
FREVZP338B1B6BCD8244E8BC350516177F0,FREVZEEWEL1,120.0
FREVEPCMK2PYLWS1OFHDX579NUNIM6C,FREVEECMK2PZZ8W1PO2DX57PJQCG0Z1,32.0
FRLDLPLFR4057EVCP,FRLDLE00002353,22.0
FRALLPGO900294,FRALLEGO9002941,150.0
FRALLPGO800288,FRALLEGO8002882,22.0
FRMFCPDUNKERQUE,FRMFCEDUNKERQUE6,320.0
FRALLPGO800577,FRALLEGO8005771,22.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR11,7.0
FRALLPGO900712,FRALLEGO9007121,22.0
FRTSLP1740,FRTSLE0S664G,250.0
FREVZPFCB125E04191405FAF1BC6D9703D5,FREVZEGAEA1,180.0
FRLDLPLFR3722EVCP,FRLDLE00001606,22.0
FRLDLPLFR4067EVCP,FRLDLE00003280,22.0
FRLDLPLFR4067EVCP,FRLDLE00003279,22.0
FREBNPBQASC,FREBNEBQASC2,22.0
FREBNPBAJDG,FREBNEBAJDG2,22.0
FREVZP34001A2DEC4445978F2E244A9534C,FREVZEZOHA2,50.0
FRIOYP13530886,FRIOYE437808,350.0
FRALLPGO900718,FRALLEGO9007181,22.0
FRTSLP30252,FRTSLE0DJC1C,250.0
FRS14PDBTL2D8811D,FRS14EDBTL2D8811D2,22.0
FRMGPP93032A,FRMGPE93032AB1P5,2.3
FRLDLPLFR3619EVCP,FRLDLE00003053,120.0
FRECHPCABQE,FRECHECFQFQ3,22.0
FRTSLP34831,FRTSLEFI4847,250.0
FRLDLPLFR3619EVCP,FRLDLE00003054,120.0
FRTSLP16734,FRTSLE0004U1,250.0
FRTSLP16281,FRTSLE0004RD,250.0
FREVZP2EB67B1DD6334D359CF58DE91C88D,FREVZEAZMI2,120.0
FRS77P77053004,FRS77E770530041,22.8
FREBNPBZHEL,FREBNEBZHEL2,22.0
FREVZP62BE5F43AA3243788AAFA297CF3F5,FREVZEELOE1,180.0
FREVZP35404FBB94384ED9AE663376EF230,FREVZEVAIA2,22.0
FRALLPGO900428,FRALLEGO9004281,150.0
FREVZP338B1B6BCD8244E8BC350516177F0,FREVZEEWEL2,120.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR18,7.0
FRMFCPFONTENAYLECOMTE,FRMFCEFONTENAYLECOMTE5,23.04
FRMFCPLORMONT,FRMFCELORMONT7,22.08
FRTSLP1759,FRTSLEA4QD4N,250.0
FREVEPCMK2PYLWS1OFHDX579NUNIM6C,FREVEECMK2Q1PGE1R63DX57L4RDM3F3,32.0
FREVZP09703FA9CAA3483A9ADC3F21921A7,FREVZEMOSA2,180.0
FRTSLP1745,FRTSLEA4U1NV,150.0
FRDRVPCRFMKT302501,FRDRVE11929P1,22.08
FRV75PPX1008,FRV75EPX10083,7.0
FRLDLPLFR3807EVCP,FRLDLE00003665,120.0
FRSWSP90154416,FRSWSE12347876702,22.08
FREVAP37099A,FREVAE37099AB1CCS,50.0
FRS14PTAO2024,FRS14ETAO20242,22.0
FRLDLPLFR3304EVCP,FRLDLE00002259,22.0
FRS77P77036001,FRS77E770360012,22.8
FRDRVPADFM,FRDRVEAGTZ1,200.0
FRLDLPLFR3023EVCP,FRLDLE00003485,120.0
FRALLPGO900143,FRALLEGO9001432,300.0
FRLDLPLFR3023EVCP,FRLDLE00003486,120.0
FREBNPBRGDW,FREBNEBRGDW1,22.0
FRLDLPLFR3807EVCP,FRLDLE00003666,60.0
FREBNPBWELJ,FREBNEBWELJ1,22.0
FRALLPGO800702,FRALLEGO8007022,22.0
FRECHPCABQE,FRECHECMHFT1,22.0
FRLDLPLFR4022EVCP,FRLDLE00004285,120.0
FREVZP35404FBB94384ED9AE663376EF230,FREVZEVAIA1,22.0
FREVEPCMOBF1NRMO5EXV9LK3NO9R1DL,FREVEECMOBF3NR2O6Y7V9LKI6Z6FO6F,120.0
FRATLPFR00308,FRATLE004711,150.0
FREVZP3B0823537BC04792A5F68A6CC70B7,FREVZEKYDA1,180.0
FREVZP338B1B6BCD8244E8BC350516177F0,FREVZEAMOL1,120.0
FRALLPGO900620,FRALLEGO9006201,22.0
FRALLPGO800533,FRALLEGO8005332,200.0
FRALLPGO900661,FRALLEGO9006612,22.0
FRALLPGO900036,FRALLEGO9000361,300.0
FRALLPGO002107,FRALLEGO0021072,300.0
FRS14PLLU9UQ4CV19779,FRS14EKKKF2,22.0
FRALLPGO900161,FRALLEGO9001611,300.0
FRALLPGO600047,FRALLEGO6000471,120.0
FRMFCPLESSABLES,FRMFCELESSABLES5,23.04
FREVZP29A28858135C4CC68D4DB50C1DD26,FREVZEIXEL2,180.0
FREVZP52E120A06E8F4BA6BF8BEAA265C3D,FREVZENAVY1,22.0
FREVZP698C38B767464E299F94C269DD2DC,FREVZEALEK1,180.0
FREBNPBRARM,FREBNEBRARM2,22.0
FRLDLPLFR3340EVCP,FRLDLE00001441,7.36
FRS14PDBTL2966A87,FRS14EDBTL2966A872,22.0
FREBNPBAFBY,FREBNEBAFBY2,22.0
FRALLPGO900333,FRALLEGO9003332,300.0
FREVZP0D185640245A477C8C7E10C249D77,FREVZECOTY2,120.0
FRS14PLLW67E3VL3LP9I,FRS14ESAKY1,25.0
FRALLPGO900266,FRALLEGO9002663,150.0
FREBNPBSNBW,FREBNEBSNBW2,22.0
FREVZP338B1B6BCD8244E8BC350516177F0,FREVZEAMOL2,120.0
FREVAP37099A,FREVAE37099AB1CHADEMO,50.0
FRSWSP89240279,FRSWSE10000815432,2.3
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR3,7.0
FRECHPCAAMY,FRECHECDYXY2,22.0
FRTSLP12180,FRTSLE0003NT,250.0
FREVZP8E266BACF5414FD7905ABAD6E848F,FREVZEKANY1,22.0
FRMFCPMONTAUBAN,FRMFCEMONTAUBAN7,23.04
FRLDLPLFR3907EVCP,FRLDLE00004213,120.0
FRV75PPX1114,FRV75EPX11142,7.0
FRS14PLMBJ1451JVQ0D6,FRS14EBKCF2,22.0
FRMFCPVILLYPELLOUX,FRMFCEVILLYPELLOUX4,320.0
FRATLPFR00310,FRATLE004091,150.0
FR3R3P89696185,FR3R3E10001361283,22.08
FRLDLPLFR3907EVCP,FRLDLE00004214,60.0
FRALLPGO600122,FRALLEGO6001222,200.0
FREVEPCMOBF1NRMO5EXV9LK3NO9R1DL,FREVEECMOBF7W4COA4YV9LKITGF82RH,22.08
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR2,7.0
FRALLPGO800468,FRALLEGO8004682,50.0
FRALLPGO900441,FRALLEGO9004412,150.0
FREVZPA507BC847E064285B31FCD5FC003C,FREVZENONG2,150.0
FRALLPGO800060,FRALLEGO8000602,300.0
FRLDLPLFR3340EVCP,FRLDLE00001442,22.0
FR3R3P90346768,FR3R3E12346288122,22.08
FR3R3P90346794,FR3R3E10001456802,180.0
FREBNPBHBSK,FREBNEBHBSK1,22.0
FRS14PDBTQCNG51240098397261,FRS14EDBTQCNG512400983972611,24.0
FREVAP37099A,FREVAE37099AB1T2,43.0
FRLDLPLFR3105EVCP,FRLDLE00004643,180.0
FRSWSP90155255,FRSWSE10000815661,22.08
FR3R3P89251522,FR3R3E10000850083,22.078
FRZUNP2737850063890267871,FRZUNEFR2701ER02,400.0
FR3R3P89283501,FR3R3E10000850171,150.0
FR3R3P89283501,FR3R3E10000849251,150.0
FRV75PPX1306,FRV75EPX13064,7.0
FRUBIP636IVJKKBPUW,FRUBIE951,22.0
FREBNPBLVZK,FREBNEBLVZK1,22.0
FRLDLPLFR3105EVCP,FRLDLE00004644,90.0
FR3R3P89283515,FR3R3E10000850212,50.0
FR3R3P89283515,FR3R3E10000849341,150.0
FRATLPZ346FRRELAIS000001,FRATLE001142,150.0
FREBNPBGZIZ,FREBNEBGZIZ1,22.0
FREVEPCMOBG73ISP1G7V9LKYLL46QG1,FREVEECMOBG8KMJP2G5V9LK7EL5A3KO,7.36
FRTSLP1754,FRTSLE00044L,150.0
FRLDLPLFR4083EVCP,FRLDLE00004302,60.0
FRMFCPREIMS,FRMFCEREIMS7,22.08
FR3R3P90346758,FR3R3E10001361531,180.0
FR3R3P90346911,FR3R3E12346288211,7.36
FR3R3P90346911,FR3R3E10001361603,22.08
FREBNPBFMWE,FREBNEBFMWE2,22.0
FRDRVPQSVX66811020034685,FRDRVECLNW2,150.0
FRDRVPDMQS,FRDRVEAFQW1,200.0
FRALLPGO900774,FRALLEGO9007741,22.0
FREVZP8E266BACF5414FD7905ABAD6E848F,FREVZESHAW1,22.0
FREVZP5A1EC5F894864BE7B3638BDE3F422,FREVZEVEAH2,180.0
FREVZP8E266BACF5414FD7905ABAD6E848F,FREVZEWREN1,7.0
FRTSLP16281,FRTSLE10HMTM,250.0
FRLDLPLFR3979EVCP,FRLDLE00003453,375.0
FR3R3P91051094,FR3R3E10001361591,150.0
FREBNPBLESB,FREBNEBLESB1,22.0
FRV75PPX1307,FRV75EPX13074,7.0
FREVEPCM3MS99WC7OT1SZROOU7PYCHC,FREVEECM3MT05CA7PSESZRO73YL4OZY,22.08
FRSRGP90119448,FRSRGE12347047231,200.0
FRZUNP2737850063890267871,FRZUNEFR2701ER03,400.0
FRECHPCCSNY,FRECHECCSNY3,3.7
FREBNPBNLHB,FREBNEBNLHB2,22.0
FREBNPBADSF,FREBNEBADSF2,22.0
FRATLPZ333FRGOLFPA000001,FRATLE001021,150.0
FRLDLPLFR3979EVCP,FRLDLE00003454,375.0
FRLDLPLFR3979EVCP,FRLDLE00006381,180.0
FRLDLPLFR3979EVCP,FRLDLE00006382,180.0
FRS14PLMA2IIIUV29KO3,FRS14EGANV2,120.0
FREVZP8E266BACF5414FD7905ABAD6E848F,FREVZESHAW2,22.0
FRS14PET150,FRS14EET1502,22.0
FREBNPBRSTR,FREBNEBRSTR1,24.0
FRALLPGO900506,FRALLEGO9005061,300.0
FRALLPGO600133,FRALLEGO6001331,200.0
FR3R3P89363710,FR3R3E10000850272,150.0
FR3R3P89363728,FR3R3E10000850353,22.08
FREVZPE442E367985F4B57B2C9D570227B1,FREVZEJLYN1,50.0
FRLDLPLFR2079EVCP,FRLDLE00003487,120.0
FRLDLPLFR2079EVCP,FRLDLE00003488,120.0
FR3R3P89363739,FR3R3E10000850412,150.0
FREVZPDB2611530E8F4620B7BF02036F11E,FREVZECONG1,22.0
FRGSPP89208212,FRGSPE10000549452,22.08
FREBNPBAEYC,FREBNEBAEYC2,22.0
FRECHPCRNXY,FRECHECRNXY1,120.0
FRLDLPLFR3934EVCP,FRLDLE00000886,120.0
FRLDLPLFR3946EVCP,FRLDLE00002651,60.0
FRALLPGO600101,FRALLEGO6001011,200.0
FRV75PPX1309,FRV75EPX13095,7.0
FRATLPFR00307,FRATLE003333,22.0
FRLDLPLFR3635EVCP,FRLDLE00003659,120.0
FREVZPDBFD84BBD78946C0A0E6BC67009B7,FREVZEJACK1,22.0
FR3R3P89882145,FR3R3E10001361401,150.0
FRLDLPLFR3635EVCP,FRLDLE00003660,120.0
FRLDLPLFR3946EVCP,FRLDLE00002652,120.0
FRALLPGO900225,FRALLEGO9002252,300.0
FRALLPGO800351,FRALLEGO8003511,100.0
FR3R3P89882107,FR3R3E10000849862,22.08
FRALLPGO002007,FRALLEGO0020072,50.0
FRTSLP1745,FRTSLE000487,150.0
FRALLPGO900216,FRALLEGO9002161,300.0
FRTSLP16281,FRTSLE0004QX,250.0
FRZUNP2737850063890267871,FRZUNEFR2701ER04,400.0
FRALLPGO600022,FRALLEGO6000222,150.0
FREBNPBJGNS,FREBNEBJGNS2,22.0
FRECHPCGQMZ,FRECHECGQMZ3,120.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR12,7.0
FRLDLPLFR3563EVCP,FRLDLE00003657,120.0
FRLDLPLFR3563EVCP,FRLDLE00003658,120.0
FREVZP24FDA752C7014C5E8E07023BDF910,FREVZECALA1,150.0
FRTSLP45348,FRTSLEG3K1VV,361.0
FREVZP70DCF6D21B0C48F5B1CF22549ECFC,FREVZESANK1,180.0
FREVZPA3942DAF402E4DD38CE849F8EADE2,FREVZEINDY1,180.0
FREVEPCM3MS99WC7OT1SZROOU7PYCHC,FREVEECM3MT05CA7PSFSZROTU301QKF,22.08
FRLDLPLFR4107EVCP,FRLDLE00004256,60.0
FRZEEP89235596,FRZEEE10000818061,24.0
FREVZP429732A070734F81BA159DE748AA4,FREVZEYLAN2,22.0
FRLDLPLFR4275EVCP,FRLDLE00002363,22.0
FRDRVPCRFMKT771651,FRDRVE12304P2,22.08
FREBNPBHMVM,FREBNEBHMVM1,22.0
FRSWSP90123365,FRSWSE12346063571,210.0
FREBNPBMWDE,FREBNEBMWDE1,22.0
FRA79P90932675,FRA79E12346973491,22.08
FRLDLPLFR4275EVCP,FRLDLE00002364,22.0
FR3R3P90882250,FR3R3E10001456912,150.0
FREBNPBAJQB,FREBNEBAJQB2,24.0
FR3R3P90882261,FR3R3E12346770311,180.0
FRS14PLMBJ1E0TQ4PXYS,FRS14EBUPF1,30.0
FR3R3P90882253,FR3R3E10001361551,150.0
FRTSLP30251,FRTSLE0DKXU2,250.0
FRV75PPX1311,FRV75EPX13111,7.0
FREVEPCMFPGSI73SPVMDIUGRLZ9CICV,FREVEECMFPGTYFUSQLDDIUG42RMF60M,120.0
FRLDLPLFR2911EVCP,FRLDLE00004615,22.0
FRALLPGO600086,FRALLEGO6000862,200.0
FRALLPGO900149,FRALLEGO9001491,300.0
FR3R3P90892495,FR3R3E10001361691,180.0
FREVZP619E645A4B2345A7BD9C3259849EB,FREVZENAGI1,180.0
FRALLPGO999021,FRALLEGO9990212,22.0
FRALLPGO900440,FRALLEGO9004401,100.0
FREBNPBEHLE,FREBNEBEHLE1,22.0
FRECHPCRNXY,FRECHECWJAH1,120.0
FRALLPGO900781,FRALLEGO9007812,22.0
FRALLPGO900682,FRALLEGO9006822,22.0
FREVZP09703FA9CAA3483A9ADC3F21921A7,FREVZEMOSA1,180.0
FREVEPCMHDJW6KCBUZUFBUUTLGD32CJ,FREVEECMHDJXPJQBVYOFBUUNXPQJOAC,22.08
FRSRGP90119584,FRSRGE12346052602,3.68
FRECHPCRNXY,FRECHECWNFF1,120.0
FREBNPBCSLX,FREBNEBCSLX1,22.0
FRSWSP90123365,FRSWSE12346063572,210.0
FRSWSP90377118,FRSWSE12346544402,150.0
FREBNPBAJQB,FREBNEBAJQB3,24.0
FRLDLPLFR2588EVCP,FRLDLE00001440,22.0
FRSWSP90125665,FRSWSE12346085181,22.08
FRBPEP3EA003,FRBPEE3EA0031939,500.0
FRZEEP90277954,FRZEEE12346380591,22.08
FRSRGP90936544,FRSRGE12347016191,50.0
FRV75PPX1521,FRV75EPX15212,3.0
FRLDLPLFR2982EVCP,FRLDLE00003484,120.0
FRLDLPLFR2982EVCP,FRLDLE00003483,120.0
FRMFCPMETZ,FRMFCEMETZ1,320.0
FRSRGP90936544,FRSRGE12347016192,50.0
FREBNPBHAUW,FREBNEBHAUW2,22.0
FRECHPCRNXY,FRECHECWJAH2,120.0
FREVZP429732A070734F81BA159DE748AA4,FREVZEYLAN3,22.0
FRALLPGO700280,FRALLEGO7002802,22.0
FRALLPGO002128,FRALLEGO0021281,150.0
FRTSLP1759,FRTSLE0003UD,250.0
FRALLPGO800113,FRALLEGO8001132,100.0
FRV75PPX1519,FRV75EPX15196,3.0
FRTSLP1759,FRTSLE0003U9,250.0
FRTSLP33166,FRTSLE0TU613,250.0
FRALLPGO900561,FRALLEGO9005612,22.0
FRALLPGO800415,FRALLEGO8004152,50.0
FRSWSP90125665,FRSWSE12346085182,22.08
FRLDLPLFR3717EVCP,FRLDLE00005519,180.0
FRLDLPLFR3676EVCP,FRLDLE00000741,120.0
FRLDLPLFR3676EVCP,FRLDLE00000742,120.0
FRALLPGO800196,FRALLEGO8001962,100.0
FRSWSP90125665,FRSWSE12346085192,22.08
FRECHPCRNXY,FRECHECYRHR1,22.0
FRYAWP90938287,FRYAWE1234702003DC1,300.0
FREBNPBPYMA,FREBNEBPYMA1,43.0
FREVEPCMK2PU81I1KRDDX5751INMZ64,FREVEECMK2PVT7O1M5DDX577NRGUF4X,32.0
FRR3MP1096835,FRR3ME5574991,7.4
FRS77P77260001,FRS77E772600011,22.8
FRECHPCRNXY,FRECHECWNFF2,120.0
FRTSLP45348,FRTSLEG3JJDV,361.0
FREVZPA507BC847E064285B31FCD5FC003C,FREVZENOYA2,150.0
FRS77P77089001,FRS77E770890011,22.8
FRGSPP91227995,FRGSPE12345957031,22.08
FRV75PPX0608,FRV75EPX06086,7.0
FRDRVPCRFMKT35131150086180613469,FRDRVEBEHR1,150.0
FREVZP09703FA9CAA3483A9ADC3F21921A7,FREVZEMOTI1,180.0
FRV75PPX0608,FRV75EPX06085,7.0
FREVZP66AEC0F4100843008DA6FEAC4514A,FREVZESEDA2,150.0
FRTSLP1759,FRTSLE0KYFXO,250.0
FRTSLP1759,FRTSLE0KYG1Q,250.0
FREVZP619E645A4B2345A7BD9C3259849EB,FREVZENAGI2,180.0
FRALLPGO900812,FRALLEGO9008121,22.0
FREVZP5EEE9F0F74074A979F69FCA88570E,FREVZEXOEY2,180.0
FRALLPGO900246,FRALLEGO9002463,150.0
FRALLPGO600151,FRALLEGO6001512,200.0
FRMFCPTHIONVILLE,FRMFCETHIONVILLE5,320.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR16,7.0
FREVZP70DCF6D21B0C48F5B1CF22549ECFC,FREVZESANK2,180.0
FRSWSP90154416,FRSWSE12347876672,22.08
FRR3MP1092096,FRR3ME5558783,150.0
FRV75P901001,FRV75E9010011,22.0
FRLDLPLFR4114EVCP,FRLDLE00002175,22.0
FREBNPBAFZC,FREBNEBAFZC2,22.0
FRALLPGO800475,FRALLEGO8004752,300.0
FRIDXP91355366,FRIDXE12348748052,7.36
FREBNPBRVVB,FREBNEBRVVB2,22.0
FRTSLP413625,FRTSLEA8P532,250.0
FRECHPCRNXY,FRECHECYRHR2,120.0
FREBNPBNUBV,FREBNEBNUBV2,22.0
FREBNPBFYYQ,FREBNEBSZAZ3,22.0
FREVZPA507BC847E064285B31FCD5FC003C,FREVZENOYA1,150.0
FRLDLPLFR3740EVCP,FRLDLE00003663,120.0
FRZEEP89344053,FRZEEE10001017432,24.0
FRZEEP89967984,FRZEEE12345899421,22.08
FRV75PPX0209,FRV75EPX02096,7.0
FRTSLP20265,FRTSLE00050J,250.0
FREVEPCMK2PU81I1KRDDX5751INMZ64,FREVEECMK2PVT7O1M5EDX574RCETTZS,32.0
FRALLPGO800749,FRALLEGO8007492,120.0
FRALLPGO900428,FRALLEGO9004282,150.0
FRECHPCRNXY,FRECHECYRHR3,120.0
FRALLPGO700212,FRALLEGO7002122,100.0
FRTSLP45348,FRTSLEG3JNCU,361.0
FREVZP5EEE9F0F74074A979F69FCA88570E,FREVZEXIYA1,180.0
FREVZP074F19BDAC2B4AE4BC2537E812BE0,FREVZEKORA2,180.0
FRTSLP28778,FRTSLE0005DN,250.0
FRTSLP45348,FRTSLEG3JPY4,361.0
FREBNPBJTHP,FREBNEBJTHP1,22.0
FREBNPBAYJE,FREBNEBAYJE2,50.0
FRSWSP90154416,FRSWSE12347878281,22.08
FRSRGP90357499,FRSRGE12348874703,22.08
FREBNPBGMGE,FREBNEBGMGE2,50.0
FREBNPBXEKS,FREBNEBXEKS2,22.0
FRA79P90977469,FRA79E12347087082,22.08
FRTSLP438011,FRTSLE9AK0AC,250.0
FRECHPCAGFM,FRECHECAGFM1,22.0
FRALLPGO800469,FRALLEGO8004691,200.0
FRV75PPX0801,FRV75EPX08013,7.0
FRALLPGO900992,FRALLEGO9009922,22.0
FRV75PPX0902,FRV75EPX09023,7.0
FREVZP66AEC0F4100843008DA6FEAC4514A,FREVZESEDA1,150.0
FRALLPGO900626,FRALLEGO9006262,22.0
FRTSLP30038,FRTSLE140OAE,250.0
FRALLPGO600153,FRALLEGO6001531,200.0
FRALLPGO999078,FRALLEGO9990781,22.0
FRALLPGO800734,FRALLEGO8007342,22.0
FRLDLPLFR3983EVCP,FRLDLE00002579,22.0
FRLDLPLFR3983EVCP,FRLDLE00002580,22.0
FRECHPCJRGR,FRECHECRUZA1,22.0
FRTSLP28778,FRTSLE0005E1,250.0
FRZUNP2923250052026028059,FRZUNEFR2901ER03,400.0
FRV75PPX1512,FRV75EPX15125,7.0
FRLDLPLFR3756EVCP,FRLDLE00001263,22.0
FREBNPBLPVD,FREBNEBPFPA2,22.0
FRTSLP45348,FRTSLEG3JSC4,361.0
FRALLPGO800063,FRALLEGO8000632,300.0
FRZUNP5733050018450013243,FRZUNEFR5701ER06,400.0
FRLDLPLFR3756EVCP,FRLDLE00001264,22.0
FRALLPGO800997,FRALLEGO8009971,100.0
FRSWSP90154416,FRSWSE12347139352,22.08
FRSWSP90154416,FRSWSE12347139351,22.08
FRECHPCAGFM,FRECHECAGFM2,22.0
FRLDLPLFR3950EVCP,FRLDLE00002453,22.0
FREBNPBSZWA,FREBNEBSZWA1,22.0
FRALLPGO900469,FRALLEGO9004692,300.0
FREBNPBAAUX,FREBNEBAAUX1,22.0
FRDRVPADFM,FRDRVEEPRT1,200.0
FRA79P91036882,FRA79E12347255122,22.08
FRV75PPX1508,FRV75EPX15083,7.0
FRALLPGO800542,FRALLEGO8005421,22.0
FRALLPGO800311,FRALLEGO8003112,22.0
FRALLPGO900959,FRALLEGO9009591,22.0
FRALLPGO800253,FRALLEGO8002531,300.0
FRALLPGO800463,FRALLEGO8004633,300.0
FREVZPA507BC847E064285B31FCD5FC003C,FREVZENONG1,150.0
FRTSLP28778,FRTSLE0005DX,250.0
FR3R3P90223021,FR3R3E10001456711,100.0
FREBNPBLLEJ,FREBNEBLLEJ1,22.0
FRZEEP89235671,FRZEEE10000818231,24.0
FRLDLPLFR3865EVCP,FRLDLE00001623,22.0
FRSRGP91305180,FRSRGE12347857472,400.0
FRLDLPLFR3562EVCP,FRLDLE00003306,22.0
FRECHPCAGFM,FRECHECGUFV1,22.0
FRALLPGO900075,FRALLEGO9000752,150.0
FR3R3P89251522,FR3R3E10000849131,150.0
FRSWSP90939807,FRSWSE12347028121,22.08
FRSWSP90939814,FRSWSE12347028342,22.08
FREBNPBLHWT,FREBNEBLHWT1,22.0
FRV75PPX0812,FRV75EPX08121,7.0
FRALLPGO900402,FRALLEGO9004021,150.0
FRV75PPX1207,FRV75EPX12072,7.0
FRV75PPX1307,FRV75EPX13071,7.0
FRR3MP1022218,FRR3ME5264395,22.0
FRALLPGO900033,FRALLEGO9000332,300.0
FREBNPBLPVD,FREBNEBLPVD1,22.0
FRR3MP1090743,FRR3ME5552056,150.0
FRZUNP1615743645321921749,FRZUNEFR1801ER2,44.0
FRALLPGO800511,FRALLEGO8005112,120.0
FRZUNP1615743645321921749,FRZUNEFR1801ER04,400.0
FRWA2P531906,FRWA2E3756252,11.0
FREVZP917E9D40CD7A48D5A8CA88EDDA366,FREVZEFAJR1,7.0
FRALLPGO900796,FRALLEGO9007962,22.0
FREVZP074F19BDAC2B4AE4BC2537E812BE0,FREVZEKORA1,180.0
FREVZP8E429C1F46144889AA5E3C9AAFB14,FREVZEJOZE1,150.0
FRSWSP89235836,FRSWSE10000815551,24.0
FREBNPBSZWA,FREBNEBSZWA2,22.0
FREBNPBUCGZ,FREBNEBUCGZ3,24.0
FRZEEP91491682,FRZEEE12349322081,22.08
FRLDLPLFR3718EVCP,FRLDLE00001593,22.0
