index,region,dept,com
1518,52,72,72283
1519,24,37,37258
1520,76,11,11318
1521,84,26,26238
1522,24,45,45279
1523,28,14,14251
1524,93,06,06081
1525,32,60,60251
1526,84,63,63062
1527,76,82,82148
1528,84,38,38505
1529,28,76,76176
1530,76,34,34204
1531,27,71,71586
1532,76,11,11175
1533,24,28,28084
1534,28,76,76189
1535,84,63,63457
1536,75,79,79216
1537,27,70,70099
1538,27,39,39461
1539,76,82,82068
1540,75,33,33244
1541,75,64,64531
1542,11,78,78571
1543,84,26,26342
1544,76,66,66180
1545,84,73,73049
1546,84,01,01185
1547,,,02077
1548,,,49327
1549,28,50,50207
1550,76,34,34055
1551,27,70,70447
1552,44,67,67073
1553,28,14,14272
1554,32,80,80813
1555,53,29,29236
1556,75,17,17325
1557,32,60,60426
1558,53,35,35153
1559,76,65,65426
1560,28,14,14227
1561,53,56,56248
1562,76,48,48178
1563,76,32,32393
1564,52,44,44120
1565,24,36,36164
1566,75,19,19050
1567,28,76,76646
1568,75,23,23238
1569,76,12,12012
1570,24,36,36126
1571,75,40,40113
1572,27,25,25562
1573,75,47,47035
1574,32,02,02685
1575,76,65,65255
1576,,,50286
1577,44,55,55214
1578,24,28,28209
1579,75,23,23016
1580,52,72,72029
1581,44,57,57113
1582,76,81,81221
1583,11,78,78310
1584,44,51,51076
1585,75,40,40027
1586,75,23,23106
1587,84,69,69037
1588,84,74,74201
1589,76,11,11135
1590,,,49148
1591,75,64,64469
1592,44,10,10434
1593,32,59,59319
1594,27,58,58120
1595,44,57,57160
1596,75,17,17044
1597,44,57,57218
1598,76,30,30187
1599,75,86,86247
1600,75,24,24582
1601,76,12,12113
1602,76,34,34007
1603,84,38,38462
1604,84,15,15268
1605,75,86,86122
1606,,,50363
1607,84,63,63393
1608,27,89,89051
1609,84,26,26182
1610,32,80,80243
1611,76,32,32370
1612,,,52379
1613,76,11,11427
1614,32,59,59666
1615,75,40,40188
1616,28,76,76711
1617,44,57,57712
1618,44,52,52039
1619,76,65,65467
1620,,,85068
1621,32,59,59182
1622,11,77,77533
1623,27,21,21004
1624,52,53,53134
1625,27,58,58124
1626,44,68,68251
1627,32,80,80449
1628,84,07,07298
1629,84,38,38383
1630,32,60,60199
1631,44,52,52029
1632,44,67,67334
1633,44,57,57150
1634,44,08,08251
1635,76,34,34191
1636,27,71,71284
1637,11,93,93005
1638,,,57378
1639,76,65,65136
1640,,,67496
1641,93,04,04176
1642,27,39,39133
1643,32,62,62090
1644,,,61191
1645,28,50,50637
1646,75,64,64463
1647,75,64,64261
1648,,,89330
1649,84,42,42047
1650,84,07,07248
1651,28,50,50176
1652,75,19,19180
1653,76,09,09062
1654,32,80,80741
1655,,,09056
1656,32,80,80718
1657,32,62,62050
1658,76,81,81211
1659,32,60,60643
1660,27,39,39034
1661,52,53,53067
1662,76,09,09300
1663,24,37,37181
1664,52,85,85143
1665,32,60,60241
1666,32,59,59653
1667,75,86,86248
1668,44,52,52162
1669,27,70,70405
1670,32,62,62635
1671,28,76,76182
1672,84,38,38474
1673,,,49327
1674,,,50444
1675,75,64,64226
1676,24,45,45194
1677,44,55,55353
1678,27,89,89388
1679,93,04,04204
1680,75,17,17403
1681,44,68,68096
1682,75,33,33426
1683,32,02,02363
1684,28,14,14050
1685,28,76,76427
1686,93,06,06054
1687,32,59,59121
1688,76,12,12032
1689,53,35,35309
1690,44,54,54507
1691,28,61,61500
1692,93,84,84065
1693,44,54,54127
1694,,,05024
1695,44,88,88512
1696,84,15,15100
1697,84,07,07261
1698,28,14,14127
1699,84,74,74286
1700,84,74,74134
1701,28,50,50265
1702,28,76,76287
1703,53,22,22115
1704,24,36,36150
1705,32,02,02416
1706,,,81241
1707,76,65,65208
1708,53,22,22171
1709,44,54,54555
1710,32,80,80200
1711,53,29,29189
1712,84,38,38174
1713,32,62,62613
1714,44,10,10361
1715,75,23,23127
1716,28,61,61048
1717,24,41,41201
1718,75,16,16029
1719,32,80,80213
1720,32,60,60488
1721,,,49335
1722,75,33,33342
1723,75,64,64096
1724,84,03,03187
1725,76,31,31550
1726,44,67,67047
1727,44,67,67255
1728,,,28412
1729,28,61,61007
1730,52,53,53173
1731,24,36,36191
1732,44,55,55072
1733,,,41033
1734,27,70,70348
1735,27,70,70542
1736,27,21,21464
1737,06,976,97604
1738,44,88,88395
1739,28,61,61030
1740,27,21,21227
1741,75,24,24567
1742,76,65,65248
1743,28,76,76753
1744,44,68,68351
1745,93,84,84093
1746,32,59,59476
1747,28,76,76648
1748,11,78,78565
1749,32,60,60067
1750,93,05,05031
1751,27,70,70010
1752,84,69,69278
1753,75,16,16064
1754,27,70,70205
1755,76,12,12235
1756,76,82,82019
1757,32,02,02538
1758,27,58,58131
1759,84,01,01005
1760,32,62,62892
1761,,,52261
1762,28,76,76269
1763,27,21,21664
1764,76,11,11355
1765,44,10,10198
1766,32,62,62752
1767,28,50,50277
1768,52,49,49029
1769,44,68,68213
1770,75,64,64400
1771,93,05,05169
1772,76,81,81256
1773,44,52,52161
1774,76,09,09296
1775,93,13,13088
1776,44,52,52193
1777,32,02,02661
1778,32,62,62434
1779,75,87,87030
1780,28,61,61291
1781,44,54,54139
1782,76,30,30183
1783,27,90,90050
1784,28,27,27592
1785,76,66,66128
1786,32,02,02282
1787,28,27,27280
1788,27,70,70511
1789,76,46,46026
1790,53,35,35068
1791,24,18,18171
1792,24,37,37247
1793,44,54,54129
1794,32,62,62899
1795,44,10,10348
1796,75,47,47321
1797,84,26,26212
1798,44,51,51525
1799,,,16192
1800,32,80,80620
1801,27,71,71525
1802,53,35,35224
1803,44,68,68037
1804,,,61173
1805,52,53,53163
1806,44,57,57210
1807,44,88,88131
1808,84,38,38341
1809,44,67,67203
1810,76,46,46036
1811,52,49,49343
1812,84,01,01083
1813,27,39,39018
1814,75,24,24132
1815,75,23,23037
1816,84,63,63027
1817,75,40,40013
1818,75,24,24441
1819,76,81,81318
1820,27,70,70580
1821,94,2B,2B257
1822,28,27,27676
1823,44,54,54425
1824,32,02,02697
1825,32,02,02039
1826,84,69,69027
1827,84,63,63232
1828,27,70,70251
1829,32,02,02031
1830,32,02,02487
1831,76,81,81299
1832,84,74,74152
1833,75,24,24446
1834,32,59,59517
1835,76,30,30101
1836,84,07,07227
1837,84,26,26190
1838,28,27,27335
1839,75,23,23056
1840,76,66,66044
1841,75,24,24140
1842,28,61,61049
1843,52,72,72078
1844,84,63,63416
1845,44,08,08025
1846,76,65,65369
1847,84,38,38338
1848,27,25,25378
1849,27,70,70530
1850,76,81,81159
1851,44,88,88054
1852,76,31,31300
1853,75,33,33431
1854,44,67,67505
1855,27,71,71150
1856,84,15,15058
1857,32,80,80223
1858,44,88,88482
1859,75,33,33226
1860,84,73,73004
1861,75,40,40145
1862,28,76,76063
1863,76,65,65085
1864,,,50082
1865,32,59,59158
1866,75,24,24217
1867,,,51271
1868,44,68,68227
1869,84,69,69065
1870,75,64,64103
1871,53,22,22338
1872,84,26,26195
1873,94,2A,2A118
1874,44,68,68114
1875,76,09,09131
1876,84,07,07190
1877,76,31,31577
1878,,,12177
1879,53,22,22323
1880,84,43,43007
1881,76,09,09273
1882,76,82,82008
1883,11,77,77079
1884,76,65,65129
1885,32,80,80626
1886,27,90,90030
1887,32,02,02518
1888,32,62,62242
1889,44,54,54557
1890,32,62,62829
1891,84,38,38556
1892,44,51,51362
1893,76,31,31251
1894,,,49351
1895,,,46232
1896,93,13,13040
1897,76,82,82024
1898,75,33,33330
1899,44,88,88220
1900,44,67,67249
1901,24,41,41239
1902,76,31,31161
1903,24,45,45108
1904,27,89,89142
1905,53,56,56134
1906,27,39,39363
1907,52,72,72253
1908,,,52409
1909,76,11,11081
1910,75,79,79332
1911,32,02,02199
1912,28,27,27524
1913,75,86,86122
1914,32,60,60609
1915,84,69,69120
1916,76,82,82023
1917,76,31,31366
1918,44,57,57416
1919,27,39,39435
1920,44,57,57738
1921,32,80,80403
1922,27,70,70296
1923,52,72,72072
1924,84,63,63278
1925,84,26,26350
1926,44,57,57064
1927,24,36,36205
1928,52,72,72123
1929,32,80,80537
1930,75,33,33189
1931,76,81,81015
1932,,,49168
1933,11,77,77470
1934,28,76,76690
1935,76,82,82111
1936,75,16,16132
1937,76,66,66095
1938,32,62,62471
1939,52,72,72385
1940,53,22,22081
1941,75,79,79350
1942,76,30,30036
1943,53,22,22012
1944,32,62,62319
1945,28,27,27026
1946,27,70,70517
1947,75,24,24137
1948,93,05,05068
1949,76,32,32279
1950,27,39,39327
1951,11,78,78029
1952,76,30,30335
1953,76,81,81239
1954,44,51,51115
1955,27,70,70479
1956,27,71,71282
1957,,,12014
1958,75,24,24390
1959,32,02,02788
1960,44,57,57734
1961,44,54,54260
1962,76,30,30324
1963,24,37,37148
1964,84,69,69107
1965,53,56,56022
1966,28,50,50345
1967,27,58,58223
1968,44,08,08047
1969,76,32,32465
1970,32,80,80208
1971,11,77,77460
1972,,,49356
1973,03,973,97310
1974,75,24,24511
1975,76,31,31411
1976,44,57,57329
1977,75,24,24077
1978,75,40,40077
1979,27,21,21650
1980,75,64,64150
1981,28,76,76101
1982,44,88,88292
1983,11,77,77413
1984,75,86,86054
1985,75,86,86297
1986,75,40,40002
1987,75,64,64274
1988,28,14,14121
1989,32,62,62250
1990,24,45,45341
1991,84,01,01062
1992,28,27,27384
1993,84,63,63367
1994,84,07,07220
1995,32,62,62350
1996,44,08,08350
1997,27,25,25303
1998,44,57,57337
1999,76,46,46239
2000,75,47,47130
2001,44,52,52375
2002,27,71,71312
2003,24,45,45021
2004,32,02,02761
2005,27,70,70325
2006,76,30,30309
2007,53,22,22111
2008,32,60,60304
2009,84,63,63213
2010,,,86043
2011,76,82,82040
2012,75,64,64067
2013,44,10,10422
2014,44,57,57062
2015,11,95,95379
2016,84,63,63057
2017,75,33,33254
2018,44,67,67298
2019,27,25,25361
2020,76,34,34062
2021,32,62,62538
2022,27,58,58120
2023,28,61,61476
2024,76,34,34328
2025,27,39,39495
2026,76,81,81267
2027,27,71,71270
2028,75,33,33477
2029,84,69,69032
2030,76,32,32205
2031,24,36,36211
2032,76,31,31428
2033,52,53,53137
2034,,,85001
2035,52,85,85131
2036,84,63,63264
2037,28,76,76637
2038,53,22,22344
2039,76,34,34169
2040,,,50080
2041,44,08,08334
2042,44,68,68063
2043,84,69,69240
2044,76,65,65182
2045,24,28,28089
2046,76,31,31445
2047,32,02,02029
2048,75,16,16339
2049,75,16,16315
2050,76,81,81256
2051,75,79,79350
2052,75,24,24224
2053,44,57,57631
2054,11,77,77264
2055,,,45048
2056,27,39,39237
2057,27,39,39339
2058,75,24,24482
2059,,,31412
2060,75,64,64231
2061,84,03,03159
2062,32,60,60079
2063,76,09,09001
2064,44,08,08402
2065,32,80,80665
2066,24,18,18102
2067,44,10,10362
2068,,,21621
2069,44,51,51413
2070,75,64,64509
2071,76,34,34249
2072,32,80,80081
2073,75,19,19031
2074,76,66,66080
2075,27,21,21140
2076,,,49095
2077,32,80,80290
2078,32,62,62065
2079,28,14,14365
2080,32,02,02260
2081,,,14702
2082,84,15,15244
2083,44,57,57345
2084,,,22247
2085,27,70,70269
2086,75,24,24393
2087,93,04,04042
2088,32,02,02432
2089,93,04,04093
2090,44,54,54189
2091,75,19,19134
2092,84,42,42021
2093,24,45,45264
2094,32,62,62399
2095,44,67,67009
2096,,,67041
2097,32,59,59254
2098,27,21,21680
2099,75,16,16165
2100,84,74,74285
2101,27,70,70027
2102,11,91,91577
2103,53,29,29224
2104,44,10,10020
2105,28,76,76606
2106,76,32,32104
2107,75,40,40148
2108,75,86,86175
2109,44,52,52249
2110,11,92,92036
2111,11,91,91579
2112,75,40,40103
2113,75,19,19137
2114,27,70,70071
2115,76,11,11133
2116,,,76258
2117,84,38,38339
2118,28,76,76627
2119,75,33,33295
2120,76,09,09094
2121,27,25,25072
2122,76,31,31067
2123,76,81,81130
2124,52,44,44014
2125,11,78,78564
2126,75,64,64129
2127,32,80,80379
2128,84,42,42150
2129,76,31,31435
2130,76,65,65243
2131,76,82,82087
2132,28,50,50198
2133,84,38,38350
2134,,,55309
2135,28,27,27194
2136,28,14,14370
2137,27,21,21122
2138,76,11,11233
2139,24,37,37134
2140,76,48,48175
2141,27,39,39398
2142,44,68,68365
2143,44,08,08154
2144,,,39243
2145,32,59,59527
2146,84,42,42315
2147,,,79282
2148,84,01,01057
2149,44,67,67467
2150,27,39,39469
2151,32,02,02221
2152,28,76,76204
2153,94,2A,2A200
2154,32,02,02103
2155,24,45,45126
2156,44,68,68259
2157,76,12,12041
2158,76,66,66148
2159,93,06,06031
2160,93,84,84108
2161,24,41,41239
2162,28,76,76462
2163,93,06,06063
2164,11,94,94003
2165,75,47,47125
2166,84,07,07227
2167,75,24,24216
2168,32,62,62550
2169,24,18,18267
2170,75,24,24450
2171,76,09,09176
2172,76,09,09300
2173,76,12,12287
2174,11,78,78124
2175,27,25,25476
2176,75,47,47302
2177,84,26,26039
2178,32,02,02604
2179,84,07,07269
2180,24,41,41209
2181,27,25,25328
2182,27,39,39447
2183,75,24,24559
2184,84,38,38103
2185,,,50047
2186,75,86,86107
2187,44,10,10005
2188,24,28,28015
2189,28,76,76645
2190,27,25,25539
2191,27,39,39443
2192,53,22,22122
2193,32,80,80836
2194,28,27,27691
2195,27,25,25384
2196,44,51,51289
2197,24,18,18241
2198,75,19,19196
2199,84,26,26303
2200,44,54,54023
2201,11,77,77179
2202,53,35,35334
2203,44,08,08316
2204,27,89,89252
2205,27,25,25504
2206,44,88,88456
2207,44,10,10301
2208,28,76,76515
2209,27,21,21598
2210,44,68,68251
2211,32,80,80512
2212,,,14703
2213,11,77,77471
2214,84,26,26364
2215,75,16,16166
2216,84,69,69030
2217,52,49,49045
2218,27,21,21245
2219,44,55,55517
2220,44,57,57342
2221,76,11,11198
2222,53,22,22256
2223,76,09,09184
2224,27,90,90041
2225,52,72,72061
2226,,,50440
2227,11,77,77300
2228,32,80,80023
2229,32,62,62526
2230,27,89,89066
2231,27,70,70111
2232,76,48,48081
2233,44,51,51200
2234,11,77,77114
2235,75,24,24366
2236,27,71,71307
2237,32,60,60542
2238,75,33,33496
2239,32,02,02308
2240,44,67,67351
2241,11,91,91067
2242,27,25,25633
2243,75,79,79348
2244,28,61,61382
2245,44,67,67261
2246,84,42,42008
2247,27,58,58082
2248,44,08,08006
2249,84,74,74175
2250,75,47,47004
2251,75,33,33045
2252,76,11,11366
2253,53,29,29180
2254,28,14,14515
2255,28,14,14015
2256,,,50063
2257,75,33,33504
2258,75,23,23182
2259,,,01186
2260,11,75,75107
2261,94,2B,2B195
2262,27,21,21646
2263,53,56,56115
2264,27,39,39009
2265,44,08,08035
2266,28,50,50032
2267,75,64,64383
2268,93,83,83094
2269,76,30,30268
2270,76,09,09122
2271,84,26,26353
2272,76,65,65418
2273,24,41,41191
2274,76,32,32265
2275,44,88,88051
2276,76,46,46086
2277,75,47,47192
2278,44,54,54028
2279,28,61,61143
2280,76,65,65439
2281,84,69,69014
2282,44,55,55508
2283,44,57,57210
2284,28,27,27418
2285,93,04,04113
2286,,,49060
2287,,,53065
2288,28,14,14488
2289,94,2B,2B113
2290,32,59,59287
2291,11,78,78644
2292,27,71,71016
2293,44,54,54487
2294,84,07,07119
2295,75,47,47271
2296,75,16,16422
2297,32,60,60588
2298,27,70,70540
2299,44,52,52463
2300,75,47,47021
2301,44,54,54495
2302,44,88,88260
2303,75,40,40060
2304,93,13,13087
2305,44,55,55443
2306,76,82,82102
2307,76,11,11160
2308,84,26,26345
2309,44,57,57295
2310,11,95,95574
2311,84,07,07034
2312,32,59,59136
2313,52,72,72040
2314,84,73,73130
2315,76,48,48002
2316,28,76,76258
2317,24,45,45238
2318,44,51,51125
2319,44,54,54382
2320,44,55,55118
2321,27,89,89409
2322,76,65,65082
2323,75,17,17050
2324,53,22,22214
2325,75,64,64271
2326,44,88,88510
2327,84,69,69145
2328,11,95,95091
2329,84,07,07149
2330,28,27,27641
2331,28,76,76718
2332,76,12,12198
2333,32,60,60097
2334,53,22,22244
2335,76,81,81110
2336,94,2A,2A276
2337,76,34,34079
2338,11,91,91240
2339,28,50,50523
2340,32,80,80215
2341,32,62,62604
2342,,,53029
2343,11,77,77216
2344,76,11,11285
2345,27,25,25212
2346,75,17,17271
2347,84,74,74302
2348,11,95,95452
2349,32,02,02653
2350,,,89356
2351,75,33,33006
2352,44,88,88341
2353,94,2A,2A085
2354,84,03,03128
2355,32,62,62274
2356,27,58,58045
2357,24,45,45227
2358,76,32,32383
2359,84,63,63184
2360,84,73,73221
2361,32,60,60414
2362,,,89086
2363,44,88,88292
2364,76,65,65319
2365,27,70,70455
2366,44,67,67181
2367,32,59,59427
2368,75,47,47247
2369,76,32,32107
2370,,,50082
2371,32,60,60344
2372,27,89,89209
2373,32,60,60628
2374,32,59,59199
2375,76,65,65373
2376,84,63,63348
2377,44,57,57475
2378,11,77,77343
2379,28,50,50265
2380,32,80,80418
2381,93,04,04207
2382,,,29003
2383,75,79,79251
2384,44,55,55168
2385,75,33,33464
2386,84,63,63355
2387,32,60,60634
2388,27,25,25181
2389,44,88,88509
2390,75,79,79130
2391,53,35,35324
2392,75,87,87206
2393,28,61,61007
2394,27,21,21082
2395,76,31,31210
2396,84,74,74269
2397,52,44,44166
2398,84,63,63260
2399,44,67,67177
2400,27,70,70573
2401,27,71,71330
2402,93,04,04035
2403,32,80,80356
2404,75,64,64514
2405,28,61,61193
2406,53,22,22362
2407,76,31,31473
2408,76,09,09008
2409,75,24,24011
2410,24,28,28282
2411,24,45,45075
2412,44,67,67462
2413,76,48,48168
2414,44,54,54184
2415,,,80581
2416,76,46,46312
2417,94,2B,2B140
2418,,,08490
2419,76,31,31194
2420,32,80,80499
2421,11,91,91421
2422,32,59,59218
2423,11,78,78522
2424,32,62,62272
2425,27,70,70204
2426,93,05,05093
2427,24,28,28072
2428,28,27,27667
2429,,,50215
2430,28,27,27366
2431,76,12,12239
2432,44,52,52326
2433,44,67,67313
2434,84,38,38161
2435,28,27,27019
2436,84,63,63197
2437,44,88,88522
2438,76,32,32265
2439,84,69,69285
2440,44,52,52431
2441,84,03,03163
2442,24,45,45216
2443,,,14579
2444,75,17,17367
2445,44,10,10032
2446,76,11,11234
2447,32,80,80129
2448,76,34,34139
2449,84,01,01347
2450,27,71,71232
2451,75,64,64212
2452,27,70,70102
2453,84,63,63043
2454,32,60,60460
2455,52,44,44025
2456,32,80,80191
2457,76,81,81316
2458,75,16,16035
2459,84,15,15002
2460,11,78,78299
2461,93,13,13022
2462,28,14,14207
2463,84,07,07221
2464,32,80,80596
2465,52,85,85250
2466,28,27,27014
2467,75,87,87050
2468,76,09,09331
2469,32,02,02760
2470,27,39,39388
2471,76,12,12264
2472,76,30,30021
2473,75,16,16280
2474,,,50202
2475,84,69,69059
2476,75,86,86225
2477,27,71,71257
2478,32,59,59013
2479,75,19,19069
2480,75,24,24276
2481,44,88,88331
2482,28,61,61001
2483,24,18,18237
2484,53,35,35181
2485,32,02,02065
2486,44,88,88175
2487,44,54,54443
2488,93,04,04090
2489,32,60,60095
2490,,,69223
2491,44,55,55118
2492,32,02,02799
2493,75,33,33339
2494,75,40,40031
2495,28,14,14687
2496,75,40,40112
2497,,,52501
2498,44,54,54123
2499,76,30,30253
2500,27,89,89441
2501,32,80,80319
2502,84,43,43244
2503,11,95,95170
2504,27,71,71523
2505,76,30,30242
2506,75,87,87070
2507,27,21,21140
2508,11,77,77409
2509,44,10,10260
2510,28,27,27649
2511,32,62,62587
2512,27,89,89081
2513,32,59,59322
2514,76,48,48067
2515,11,77,77383
2516,76,32,32235
2517,76,31,31217
2518,32,59,59062
2519,32,59,59459
2520,11,77,77383
2521,53,56,56083
2522,27,21,21633
2523,,,74187
2524,28,14,14747
2525,,,50623
2526,32,80,80263
2527,44,08,08246
2528,28,61,61503
2529,84,38,38344
2530,32,80,80365
2531,27,25,25591
2532,44,88,88366
2533,44,67,67281
2534,,,89090
2535,28,61,61328
2536,84,07,07115
2537,44,51,51520
2538,44,88,88333
2539,27,58,58234
2540,44,52,52089
2541,44,51,51152
2542,93,06,06142
2543,28,50,50207
2544,,,35344
2545,44,57,57437
2546,28,76,76312
2547,11,92,92022
2548,75,86,86151
2549,84,07,07110
2550,44,08,08228
2551,,,37102
2552,27,25,25555
2553,27,89,89436
2554,11,93,93073
2555,32,60,60224
2556,84,26,26344
2557,93,84,84104
2558,24,28,28032
2559,44,54,54037
2560,76,81,81290
2561,44,52,52042
2562,24,36,36131
2563,,,61047
2564,,,26086
2565,44,51,51348
2566,84,26,26024
2567,32,62,62118
2568,75,24,24449
2569,28,27,27153
2570,,,24447
2571,24,28,28271
2572,44,68,68122
2573,28,27,27572
2574,44,88,88260
2575,76,82,82100
2576,44,55,55424
2577,84,01,01383
2578,27,89,89263
2579,,,08495
2580,53,56,56262
2581,76,65,65166
2582,76,34,34289
2583,27,89,89478
2584,27,39,39220
2585,,,79052
2586,27,89,89224
2587,28,61,61457
2588,44,55,55310
2589,28,76,76574
2590,76,11,11307
2591,32,59,59559
2592,27,70,70020
2593,44,55,55328
2594,84,03,03062
2595,44,67,67082
2596,44,08,08077
2597,44,51,51392
2598,53,29,29224
2599,75,19,19051
2600,44,08,08027
2601,84,07,07332
2602,44,88,88358
2603,93,06,06110
2604,27,21,21662
2605,76,66,66033
2606,84,38,38325
2607,53,56,56164
2608,75,17,17318
2609,84,74,74252
2610,24,41,41161
2611,,,80289
2612,27,71,71278
2613,11,77,77222
2614,28,14,14606
2615,84,38,38343
2616,52,85,85080
2617,28,76,76718
2618,84,03,03035
2619,28,76,76464
2620,32,80,80560
2621,44,54,54035
2622,32,62,62614
2623,27,21,21310
2624,75,19,19014
2625,27,89,89351
2626,28,14,14713
2627,75,23,23196
2628,76,30,30217
2629,28,76,76676
2630,75,16,16055
2631,27,39,39146
2632,84,63,63442
2633,76,30,30194
2634,52,53,53229
2635,27,89,89211
2636,24,45,45061
2637,32,59,59572
2638,,,08265
2639,32,60,60283
2640,84,03,03282
2641,84,26,26278
2642,28,14,14558
2643,93,06,06117
2644,53,22,22274
2645,32,62,62313
2646,53,29,29277
2647,76,34,34300
2648,28,50,50096
2649,44,10,10339
2650,93,13,13012
2651,76,12,12008
2652,24,45,45255
2653,93,13,13201
2654,76,31,31102
2655,53,35,35245
2656,28,76,76519
2657,84,74,74167
2658,76,65,65301
2659,24,28,28085
2660,76,32,32423
2661,84,15,15188
2662,24,36,36111
2663,53,22,22348
2664,76,30,30252
2665,75,33,33295
2666,32,02,02265
2667,32,02,02438
2668,84,01,01294
2669,32,62,62636
2670,75,79,79267
2671,76,81,81197
2672,75,64,64261
2673,32,60,60528
2674,,,38163
2675,84,38,38090
2676,84,38,38517
2677,84,26,26081
2678,27,21,21032
2679,27,70,70289
2680,32,59,59244
2681,44,51,51101
2682,53,35,35337
2683,28,27,27207
2684,53,56,56197
2685,75,23,23149
2686,02,972,97206
2687,27,25,25181
2688,84,63,63104
2689,76,65,65065
2690,27,39,39458
2691,76,31,31237
2692,93,05,05153
2693,44,55,55584
2694,11,94,94004
2695,,,86219
2696,32,80,80662
2697,32,80,80533
2698,24,28,28195
2699,11,91,91326
2700,44,57,57024
2701,32,62,62087
2702,32,62,62321
2703,11,95,95555
2704,84,63,63024
2705,44,54,54571
2706,76,32,32062
2707,,,24089
2708,28,76,76592
2709,93,04,04217
2710,11,95,95023
2711,44,54,54539
2712,75,19,19104
2713,27,58,58118
2714,,,61116
2715,93,84,84055
2716,94,2B,2B248
2717,76,81,81299
2718,27,89,89117
2719,,,72258
2720,76,11,11007
2721,24,28,28118
2722,84,73,73117
2723,11,78,78481
2724,27,90,90019
2725,28,50,50312
2726,27,70,70566
2727,32,60,60472
2728,76,31,31508
2729,75,33,33377
2730,44,68,68074
2731,93,83,83006
2732,32,80,80633
2733,28,76,76723
2734,84,15,15148
2735,44,68,68156
2736,11,77,77227
2737,75,16,16099
2738,24,28,28334
2739,44,10,10117
2740,32,60,60013
2741,44,51,51292
2742,,,55499
2743,11,77,77144
2744,76,32,32400
2745,,,61205
2746,76,09,09046
2747,84,26,26031
2748,75,23,23183
2749,75,33,33139
2750,76,30,30241
2751,75,23,23078
2752,28,27,27453
2753,75,40,40194
2754,24,37,37265
2755,75,16,16090
2756,84,07,07258
2757,32,60,60597
2758,84,43,43107
2759,32,62,62803
2760,76,65,65355
2761,76,09,09056
2762,76,09,09023
2763,44,51,51203
2764,76,34,34269
2765,75,79,79152
2766,27,89,89482
2767,75,86,86083
2768,52,72,72379
2769,44,54,54247
2770,32,62,62502
2771,27,71,71039
2772,44,54,54169
2773,76,30,30077
2774,52,44,44056
2775,32,62,62027
2776,93,84,84119
2777,32,02,02451
2778,27,89,89380
2779,76,32,32134
2780,75,64,64532
2781,44,54,54081
2782,84,15,15118
2783,28,76,76419
2784,53,35,35111
2785,44,10,10423
2786,28,14,14290
2787,11,77,77378
2788,75,40,40317
2789,32,62,62523
2790,24,45,45226
2791,32,62,62590
2792,28,14,14510
2793,84,42,42269
2794,76,30,30319
2795,44,54,54113
2796,27,21,21376
2797,44,54,54395
2798,52,53,53220
2799,,,77324
2800,76,32,32358
2801,75,33,33447
2802,53,29,29257
2803,28,61,61328
2804,75,86,86293
2805,76,30,30192
2806,75,79,79126
2807,32,62,62851
2808,11,77,77091
2809,32,60,60109
2810,27,25,25088
2811,84,38,38555
2812,11,95,95055
2813,76,65,65224
2814,,,61194
2815,75,47,47310
2816,44,51,51239
2817,32,59,59125
2818,52,49,49107
2819,75,19,19128
2820,75,64,64182
2821,24,37,37049
2822,75,40,40053
2823,44,52,52346
2824,44,54,54107
2825,75,16,16340
2826,84,38,38417
2827,53,22,22194
2828,75,33,33517
2829,27,21,21210
2830,27,89,89249
2831,27,21,21305
2832,75,23,23011
2833,76,30,30204
2834,44,10,10076
2835,75,19,19172
2836,84,73,73249
2837,32,02,02388
2838,32,60,60303
2839,93,83,83077
2840,,,49289
2841,53,35,35261
2842,28,76,76119
2843,76,12,12179
2844,93,13,13096
2845,11,77,77326
2846,,,36039
2847,75,47,47247
2848,93,04,04235
2849,76,30,30275
2850,44,57,57217
2851,93,13,13098
2852,,,39438
2853,76,11,11438
2854,53,35,35258
2855,84,38,38195
2856,93,84,84029
2857,44,68,68089
2858,11,77,77489
2859,76,66,66168
2860,28,50,50052
2861,93,13,13058
2862,,,50292
2863,,,50090
2864,44,57,57547
2865,75,64,64532
2866,27,58,58014
2867,28,76,76202
2868,28,76,76591
2869,27,89,89406
2870,84,15,15001
2871,75,40,40278
2872,44,08,08421
2873,76,65,65374
2874,76,32,32336
2875,28,61,61034
2876,,,01185
2877,52,44,44061
2878,11,78,78528
2879,28,50,50609
2880,76,31,31252
2881,84,73,73188
2882,28,61,61096
2883,32,59,59429
2884,93,84,84072
2885,76,31,31246
2886,53,29,29186
2887,24,45,45283
2888,76,81,81207
2889,44,54,54298
2890,75,33,33502
2891,27,71,71493
2892,28,76,76069
2893,44,88,88374
2894,28,50,50336
2895,28,27,27111
2896,76,31,31243
2897,44,54,54343
2898,76,32,32212
2899,28,27,27232
2900,84,38,38296
2901,76,30,30328
2902,76,32,32165
2903,,,24369
2904,93,05,05116
2905,53,22,22379
2906,27,89,89443
2907,75,79,79274
2908,84,38,38440
2909,27,39,39026
2910,76,09,09119
2911,28,27,27382
2912,32,60,60653
2913,75,33,33258
2914,75,16,16005
2915,84,63,63215
2916,76,48,48058
2917,27,25,25526
2918,32,59,59616
2919,84,26,26101
2920,76,09,09016
2921,84,26,26252
2922,75,17,17378
2923,52,44,44049
2924,28,76,76106
2925,75,47,47132
2926,75,86,86298
2927,44,08,08301
2928,76,66,66019
2929,28,14,14063
2930,11,77,77415
2931,27,21,21490
2932,44,55,55069
