index,region,dept,com
4349,76,65,65203
4350,44,67,67409
4351,27,70,70228
4352,,,55294
4353,,,76248
4354,76,81,81214
4355,32,59,59078
4356,32,62,62676
4357,44,08,08432
4358,84,43,43169
4359,11,77,77417
4360,,,89381
4361,53,56,56107
4362,32,60,60231
4363,76,12,12240
4364,44,67,67520
4365,53,35,35051
4366,44,57,57638
4367,28,76,76196
4368,44,52,52167
4369,84,63,63240
4370,24,28,28064
4371,76,32,32397
4372,76,81,81257
4373,44,57,57657
4374,84,38,38430
4375,44,52,52519
4376,32,62,62322
4377,28,76,76100
4378,27,21,21502
4379,44,52,52040
4380,53,22,22287
4381,52,49,49155
4382,,,50133
4383,28,27,27138
4384,24,18,18128
4385,32,80,80511
4386,44,10,10366
4387,32,02,02681
4388,44,67,67034
4389,76,30,30140
4390,75,87,87114
4391,44,10,10402
4392,27,89,89208
4393,93,04,04188
4394,75,64,64216
4395,76,82,82023
4396,27,25,25567
4397,84,15,15180
4398,28,14,14555
4399,53,35,35066
4400,93,05,05171
4401,27,21,21023
4402,53,22,22373
4403,44,52,52267
4404,32,02,02544
4405,75,40,40212
4406,11,92,92007
4407,44,54,54431
4408,32,59,59008
4409,75,23,23172
4410,28,50,50295
4411,11,77,77411
4412,76,12,12004
4413,32,59,59539
4414,32,59,59036
4415,04,974,97409
4416,27,89,89062
4417,84,42,42260
4418,75,24,24318
4419,28,61,61123
4420,,,41059
4421,,,08115
4422,27,58,58224
4423,93,04,04063
4424,27,25,25182
4425,,,73102
4426,27,58,58039
4427,44,51,51647
4428,44,51,51484
4429,84,26,26194
4430,44,57,57260
4431,44,54,54552
4432,93,06,06124
4433,28,76,76393
4434,76,46,46153
4435,76,81,81036
4436,76,46,46128
4437,32,02,02162
4438,53,22,22041
4439,75,47,47064
4440,24,45,45297
4441,44,10,10436
4442,44,88,88372
4443,44,68,68123
4444,44,10,10256
4445,32,80,80595
4446,76,82,82176
4447,44,88,88117
4448,24,36,36013
4449,32,02,02349
4450,11,78,78558
4451,75,47,47118
4452,11,78,78403
4453,84,01,01142
4454,76,31,31007
4455,93,04,04059
4456,76,65,65464
4457,52,85,85304
4458,,,70345
4459,32,02,02329
4460,32,02,02360
4461,75,86,86024
4462,32,80,80517
4463,84,01,01183
4464,28,50,50419
4465,84,63,63360
4466,75,33,33215
4467,,,16247
4468,75,86,86276
4469,44,08,08280
4470,44,54,54559
4471,75,64,64486
4472,84,73,73301
4473,52,49,49012
4474,76,65,65130
4475,84,15,15147
4476,,,61434
4477,84,43,43011
4478,28,50,50159
4479,76,30,30017
4480,27,39,39163
4481,76,09,09322
4482,76,81,81279
4483,84,07,07120
4484,75,23,23174
4485,84,63,63151
4486,24,37,37024
4487,44,54,54552
4488,76,11,11136
4489,27,58,58021
4490,76,11,11418
4491,75,33,33440
4492,53,35,35230
4493,76,82,82181
4494,75,33,33131
4495,24,37,37027
4496,,,14600
4497,28,27,27572
4498,24,18,18188
4499,44,55,55024
4500,84,42,42217
4501,75,64,64081
4502,27,89,89240
4503,76,31,31091
4504,11,91,91473
4505,28,76,76252
4506,94,2B,2B080
4507,84,38,38106
4508,44,55,55198
4509,52,72,72274
4510,53,22,22032
4511,32,02,02731
4512,75,40,40095
4513,27,58,58253
4514,44,67,67164
4515,27,90,90070
4516,52,53,53178
4517,75,17,17234
4518,27,21,21094
4519,75,24,24100
4520,,,73135
4521,76,11,11224
4522,27,21,21499
4523,93,84,84071
4524,75,33,33053
4525,76,66,66013
4526,44,08,08074
4527,93,05,05035
4528,11,78,78048
4529,52,49,49036
4530,75,47,47259
4531,28,50,50473
4532,84,73,73036
4533,76,65,65123
4534,44,08,08398
4535,75,16,16402
4536,93,83,83066
4537,24,36,36233
4538,,,38125
4539,24,28,28106
4540,44,88,88445
4541,75,40,40025
4542,44,67,67485
4543,75,23,23062
4544,27,25,25173
4545,32,59,59076
4546,32,62,62898
4547,27,71,71087
4548,32,80,80519
4549,27,21,21430
4550,44,88,88334
4551,53,22,22011
4552,76,65,65052
4553,93,84,84027
4554,84,69,69217
4555,76,31,31135
4556,28,50,50368
4557,,,24469
4558,84,69,69264
4559,44,57,57160
4560,94,2B,2B245
4561,84,38,38235
4562,44,52,52507
4563,28,27,27213
4564,28,14,14162
4565,84,69,69115
4566,76,30,30143
4567,75,40,40080
4568,27,70,70040
4569,27,71,71059
4570,84,42,42043
4571,27,70,70142
4572,76,12,12261
4573,28,61,61433
4574,27,90,90100
4575,76,31,31198
4576,28,27,27287
4577,24,45,45155
4578,32,60,60024
4579,32,80,80545
4580,76,11,11177
4581,44,68,68213
4582,84,43,43065
4583,76,30,30055
4584,75,64,64051
4585,27,39,39454
4586,93,84,84101
4587,,,50561
4588,27,89,89104
4589,32,02,02769
4590,75,33,33504
4591,75,33,33319
4592,76,32,32337
4593,44,08,08403
4594,27,89,89125
4595,76,32,32424
4596,84,63,63420
4597,27,39,39308
4598,44,08,08420
4599,28,61,61055
4600,53,29,29018
4601,44,57,57026
4602,75,40,40054
4603,84,01,01379
4604,53,56,56160
4605,44,51,51377
4606,44,88,88429
4607,52,53,53261
4608,24,41,41234
4609,76,81,81268
4610,52,85,85055
4611,24,37,37208
4612,75,87,87169
4613,28,50,50008
4614,76,12,12100
4615,75,47,47110
4616,44,68,68337
4617,75,33,33167
4618,28,61,61021
4619,76,30,30179
4620,93,04,04111
4621,44,51,51471
4622,28,61,61461
4623,84,15,15137
4624,27,71,71316
4625,28,76,76079
4626,27,25,25595
4627,75,16,16069
4628,75,64,64460
4629,53,29,29030
4630,,,49104
4631,11,77,77521
4632,28,14,14184
4633,44,08,08444
4634,28,27,27141
4635,93,84,84075
4636,,,49212
4637,32,02,02600
4638,52,44,44222
4639,84,01,01357
4640,11,77,77141
4641,44,10,10068
4642,93,04,04022
4643,24,18,18090
4644,27,25,25501
4645,,,05118
4646,32,62,62490
4647,52,44,44018
4648,93,84,84127
4649,53,29,29086
4650,24,41,41131
4651,76,31,31007
4652,32,02,02020
4653,76,81,81293
4654,44,88,88001
4655,44,57,57593
4656,44,88,88466
4657,84,63,63432
4658,32,80,80526
4659,32,62,62708
4660,27,71,71034
4661,93,04,04149
4662,27,71,71524
4663,24,28,28151
4664,76,82,82085
4665,75,33,33479
4666,11,77,77264
4667,32,02,02286
4668,84,03,03036
4669,75,24,24068
4670,32,62,62766
4671,75,23,23037
4672,76,31,31079
4673,24,37,37275
4674,75,17,17437
4675,52,72,72126
4676,52,44,44092
4677,44,52,52189
4678,76,30,30352
4679,76,82,82054
4680,32,60,60566
4681,27,89,89130
4682,44,67,67522
4683,76,81,81217
4684,93,04,04188
4685,52,44,44184
4686,11,77,77223
4687,76,66,66098
4688,11,94,94079
4689,32,02,02280
4690,75,23,23170
4691,75,40,40306
4692,53,35,35071
4693,27,90,90091
4694,27,21,21062
4695,32,80,80258
4696,76,31,31480
4697,27,21,21343
4698,75,64,64200
4699,27,21,21558
4700,76,30,30279
4701,84,42,42021
4702,93,06,06111
4703,44,52,52093
4704,76,32,32140
4705,84,73,73293
4706,84,73,73234
4707,27,71,71408
4708,84,26,26294
4709,27,21,21242
4710,84,69,69181
4711,27,21,21017
4712,84,15,15144
4713,28,27,27068
4714,27,71,71382
4715,27,25,25159
4716,32,62,62251
4717,75,40,40160
4718,,,03158
4719,84,38,38562
4720,93,13,13119
4721,75,17,17020
4722,84,63,63169
4723,75,86,86001
4724,93,05,05161
4725,27,21,21179
4726,27,71,71047
4727,32,62,62456
4728,53,56,56102
4729,53,22,22193
4730,28,14,14559
4731,76,65,65402
4732,44,08,08276
4733,75,16,16337
4734,24,28,28070
4735,44,88,88113
4736,44,52,52355
4737,76,34,34163
4738,84,63,63138
4739,27,71,71242
4740,27,90,90036
4741,28,27,27266
4742,11,77,77097
4743,76,32,32099
4744,,,80398
4745,32,80,80351
4746,76,30,30176
4747,32,60,60673
4748,44,51,51038
4749,32,62,62676
4750,84,38,38284
4751,84,69,69003
4752,27,70,70187
4753,84,73,73282
4754,,,04100
4755,44,55,55464
4756,27,25,25390
4757,11,91,91180
4758,28,14,14439
4759,75,40,40329
4760,84,07,07222
4761,84,15,15152
4762,44,68,68372
4763,27,70,70100
4764,53,29,29093
4765,27,25,25620
4766,32,60,60014
4767,76,09,09164
4768,32,80,80646
4769,27,21,21655
4770,11,91,91534
4771,53,35,35320
4772,27,70,70301
4773,32,02,02439
4774,44,55,55039
4775,76,09,09164
4776,27,71,71133
4777,84,26,26186
4778,32,02,02324
4779,84,69,69023
4780,27,21,21523
4781,75,24,24416
4782,84,15,15183
4783,44,55,55116
4784,75,33,33277
4785,84,15,15111
4786,44,67,67275
4787,27,25,25479
4788,,,14388
4789,52,72,72336
4790,44,52,52386
4791,75,19,19040
4792,32,80,80198
4793,32,62,62102
4794,84,63,63039
4795,75,47,47047
4796,44,54,54214
4797,28,76,76712
4798,75,24,24197
4799,76,65,65166
4800,52,44,44210
4801,28,76,76384
4802,32,80,80753
4803,24,28,28049
4804,75,64,64453
4805,52,44,44071
4806,76,46,46319
4807,27,70,70115
4808,27,39,39092
4809,75,23,23045
4810,27,21,21321
4811,24,37,37065
4812,,,35257
4813,44,10,10067
4814,24,45,45023
4815,27,70,70509
4816,28,61,61095
4817,75,64,64188
4818,75,86,86269
4819,94,2B,2B162
4820,52,72,72215
4821,84,01,01277
4822,44,08,08316
4823,75,17,17012
4824,28,14,14332
4825,76,65,65033
4826,75,47,47169
4827,44,51,51658
4828,,,24117
4829,76,12,12248
4830,27,39,39094
4831,44,55,55284
4832,32,62,62496
4833,75,87,87150
4834,11,77,77396
4835,11,78,78264
4836,75,47,47239
4837,32,02,02569
4838,44,55,55035
4839,32,60,60644
4840,11,95,95523
4841,84,63,63258
4842,44,68,68099
4843,27,21,21362
4844,75,33,33231
4845,32,60,60340
4846,32,62,62216
4847,28,61,61473
4848,44,52,52280
4849,76,81,81150
4850,44,55,55029
4851,32,59,59461
4852,75,19,19138
4853,76,11,11154
4854,75,87,87087
4855,52,53,53128
4856,28,50,50577
4857,,,49101
4858,44,88,88426
4859,75,47,47058
4860,44,55,55266
4861,53,35,35071
4862,75,24,24331
4863,44,67,67076
4864,32,02,02030
4865,32,60,60569
4866,76,30,30331
4867,28,50,50090
4868,,,46099
4869,44,88,88052
4870,44,67,67444
4871,28,14,14023
4872,75,24,24399
4873,84,38,38483
4874,,,24431
4875,75,33,33292
4876,75,47,47114
4877,75,64,64127
4878,,,16192
4879,75,33,33164
4880,76,48,48167
4881,76,65,65310
4882,44,54,54212
4883,76,11,11405
4884,75,24,24211
4885,,,14387
4886,75,24,24535
4887,24,28,28114
4888,27,70,70389
4889,75,47,47017
4890,76,11,11390
4891,75,79,79329
4892,75,24,24046
4893,75,79,79349
4894,75,64,64364
4895,76,81,81006
4896,84,03,03307
4897,,,52112
4898,52,44,44151
4899,32,62,62255
4900,,,14187
4901,84,15,15135
4902,84,63,63032
4903,84,38,38258
4904,32,80,80776
4905,04,974,97405
4906,27,70,70452
4907,76,09,09110
4908,32,02,02171
4909,44,67,67448
4910,24,37,37182
4911,75,23,23262
4912,44,88,88221
4913,75,33,33319
4914,76,81,81242
4915,75,24,24526
4916,75,40,40231
4917,44,68,68057
4918,27,89,89278
4919,44,10,10008
4920,75,16,16399
4921,11,77,77464
4922,32,60,60378
4923,44,68,68326
4924,27,25,25061
4925,27,89,89158
4926,32,62,62880
4927,53,22,22282
4928,53,29,29070
4929,75,17,17166
4930,27,70,70353
4931,,,79314
4932,75,17,17462
4933,75,16,16306
4934,28,76,76245
4935,32,60,60115
4936,76,65,65116
4937,32,59,59416
4938,53,22,22277
4939,32,80,80542
4940,,,56213
4941,27,21,21699
4942,75,24,24386
4943,53,22,22001
4944,75,86,86299
4945,27,25,25633
4946,24,28,28143
4947,84,69,69259
4948,76,12,12254
4949,84,07,07332
4950,53,56,56237
4951,32,62,62308
4952,32,62,62766
4953,24,41,41255
4954,27,25,25429
4955,27,58,58282
4956,84,26,26291
4957,27,70,70066
4958,76,46,46315
4959,27,25,25493
4960,75,86,86044
4961,44,51,51179
4962,84,07,07335
4963,24,37,37242
4964,84,73,73055
4965,93,83,83141
4966,84,07,07091
4967,84,74,74135
4968,32,80,80196
4969,24,41,41167
4970,32,59,59578
4971,32,59,59012
4972,24,37,37141
4973,44,52,52308
4974,53,35,35124
4975,84,07,07040
4976,27,39,39500
4977,76,09,09114
4978,28,27,27111
4979,32,60,60161
4980,84,03,03124
4981,44,57,57711
4982,44,51,51172
4983,27,21,21180
4984,75,86,86005
4985,27,58,58050
4986,27,21,21585
4987,53,35,35227
4988,84,38,38040
4989,27,71,71210
4990,84,69,69029
4991,24,36,36030
4992,27,70,70084
4993,28,50,50585
4994,52,85,85103
4995,52,72,72355
4996,27,39,39522
4997,11,77,77144
4998,32,02,02302
4999,,,67495
5000,28,61,61488
5001,76,34,34212
5002,84,38,38152
5003,76,32,32200
5004,75,33,33147
5005,84,43,43032
5006,,,61083
5007,27,58,58300
5008,32,02,02439
5009,84,63,63104
5010,27,39,39211
5011,28,27,27140
5012,76,32,32203
5013,84,15,15248
5014,32,59,59602
5015,75,40,40155
5016,53,35,35276
5017,44,08,08166
5018,27,25,25065
5019,24,45,45242
5020,93,13,13018
5021,76,32,32343
5022,53,22,22013
5023,44,08,08178
5024,,,17169
5025,84,07,07054
5026,32,80,80139
5027,28,50,50507
5028,84,43,43135
5029,75,17,17385
5030,27,25,25513
5031,76,32,32226
5032,53,29,29101
5033,76,12,12015
5034,76,30,30023
5035,27,21,21581
5036,76,65,65259
5037,24,45,45008
5038,27,89,89207
5039,44,88,88206
5040,27,58,58207
5041,44,67,67191
5042,27,21,21489
5043,75,17,17264
5044,11,77,77352
5045,32,62,62099
5046,28,61,61494
5047,84,38,38342
5048,44,88,88242
5049,75,23,23189
5050,44,52,52008
5051,24,36,36047
5052,27,25,25171
5053,76,30,30045
5054,27,25,25428
5055,93,83,83054
5056,24,41,41193
5057,76,31,31170
5058,32,80,80189
5059,32,02,02148
5060,24,28,28373
5061,44,54,54272
5062,28,27,27107
5063,75,24,24237
5064,24,36,36055
5065,27,89,89281
5066,32,80,80034
5067,,,39369
5068,94,2A,2A026
5069,44,10,10171
5070,32,60,60625
5071,27,70,70156
5072,44,08,08194
5073,32,62,62773
5074,76,66,66079
5075,,,79193
5076,28,50,50338
5077,28,76,76289
5078,44,54,54024
5079,44,08,08080
5080,75,87,87095
5081,24,36,36010
5082,24,18,18205
5083,44,55,55422
5084,44,54,54178
5085,52,49,49205
5086,75,87,87118
5087,24,28,28176
5088,75,64,64194
5089,24,28,28049
5090,84,63,63100
5091,24,45,45291
5092,53,22,22083
5093,11,77,77350
5094,44,88,88437
5095,27,21,21277
5096,75,64,64230
5097,44,51,51511
5098,52,85,85080
5099,44,10,10296
5100,32,60,60003
5101,84,43,43183
5102,44,67,67101
5103,44,55,55545
5104,28,76,76622
5105,44,51,51057
5106,27,71,71578
5107,32,80,80233
5108,,,27412
5109,11,77,77417
5110,75,33,33412
5111,44,67,67467
5112,76,31,31392
5113,75,33,33155
5114,53,56,56120
5115,53,29,29041
5116,24,45,45097
5117,11,77,77396
5118,44,57,57409
5119,24,36,36107
5120,52,72,72057
5121,76,81,81256
5122,94,2B,2B213
5123,32,60,60685
5124,93,04,04227
5125,27,89,89262
5126,84,07,07160
5127,76,31,31441
5128,44,54,54382
5129,24,37,37108
5130,32,80,80036
5131,11,77,77271
5132,24,41,41053
5133,32,02,02719
5134,75,47,47088
5135,53,35,35046
5136,44,88,88315
5137,93,05,05155
5138,,,77499
5139,32,59,59520
5140,32,62,62576
5141,84,07,07155
5142,76,09,09097
5143,44,67,67543
5144,75,79,79150
5145,53,29,29228
5146,53,22,22304
5147,84,42,42134
5148,94,2B,2B067
5149,84,26,26095
5150,75,40,40229
5151,44,57,57737
5152,75,40,40025
5153,32,02,02762
5154,32,80,80605
5155,27,21,21108
5156,24,45,45137
5157,75,33,33151
5158,93,84,84060
5159,28,76,76004
5160,52,72,72381
5161,28,76,76723
5162,84,07,07313
5163,28,27,27136
5164,27,39,39095
5165,75,87,87128
5166,28,76,76203
5167,75,47,47213
5168,53,22,22144
5169,27,71,71365
5170,28,76,76159
5171,84,69,69217
5172,76,09,09067
5173,84,38,38022
5174,,,22051
5175,32,59,59660
5176,75,17,17271
5177,,,55231
5178,27,71,71037
5179,27,89,89168
5180,53,29,29174
5181,76,32,32390
5182,27,25,25437
5183,84,26,26058
5184,84,38,38503
5185,27,25,25431
5186,44,51,51464
5187,27,90,90085
5188,75,16,16422
5189,32,02,02319
5190,24,28,28216
5191,,,74011
5192,,,86166
5193,75,33,33200
5194,32,02,02345
5195,76,46,46299
5196,,,04165
5197,44,08,08089
5198,44,55,55165
5199,53,22,22220
5200,27,39,39559
5201,93,04,04241
5202,76,11,11028
5203,27,21,21305
5204,28,27,27323
5205,76,09,09262
5206,44,57,57273
5207,44,51,51426
5208,,,69248
5209,44,08,08255
5210,27,39,39284
5211,32,80,80616
5212,27,70,70047
5213,,,39340
5214,84,38,38556
5215,76,12,12118
5216,11,77,77372
5217,32,02,02787
5218,84,63,63154
5219,32,80,80412
5220,93,13,13009
5221,52,72,72370
5222,44,88,88189
5223,53,35,35030
5224,27,70,70045
5225,84,43,43109
5226,27,39,39030
5227,52,44,44029
5228,27,21,21138
5229,75,19,19199
5230,75,87,87091
5231,44,51,51573
5232,84,07,07232
5233,32,02,02228
5234,,,50573
5235,84,01,01249
5236,28,27,27451
5237,27,89,89198
5238,76,65,65009
5239,76,32,32375
5240,53,22,22220
5241,84,73,73265
5242,84,38,38436
5243,44,08,08028
5244,02,972,97202
5245,44,57,57089
5246,,,50508
5247,75,17,17017
5248,27,21,21694
5249,27,58,58274
5250,32,60,60249
5251,75,33,33396
5252,,,17272
5253,28,76,76658
5254,27,70,70567
5255,32,59,59098
5256,27,21,21255
5257,32,60,60210
5258,75,64,64168
5259,11,77,77071
5260,44,51,51584
5261,04,974,97420
5262,27,25,25456
5263,76,31,31029
5264,76,48,48077
5265,32,62,62748
5266,44,52,52113
5267,84,38,38334
5268,84,03,03155
5269,76,31,31373
5270,53,29,29090
5271,32,62,62787
5272,76,11,11421
5273,44,51,51524
5274,27,89,89183
5275,32,80,80513
5276,28,76,76598
5277,28,27,27624
5278,,,49331
5279,75,40,40025
5280,44,51,51213
5281,28,27,27168
5282,,,85224
5283,84,69,69035
5284,76,31,31291
5285,53,29,29107
5286,75,24,24100
5287,44,57,57261
5288,76,32,32357
5289,24,37,37279
5290,84,07,07243
5291,,,79028
5292,,,01120
5293,75,47,47169
5294,,,74010
5295,75,16,16108
5296,24,45,45305
5297,24,37,37020
5298,27,39,39039
5299,27,70,70067
5300,11,78,78068
5301,27,70,70119
5302,44,54,54497
5303,75,87,87144
5304,75,17,17394
5305,76,81,81213
5306,27,21,21542
5307,32,60,60397
5308,93,05,05162
5309,28,50,50108
5310,93,84,84019
5311,28,14,14254
5312,76,34,34084
5313,11,78,78172
5314,28,76,76170
5315,,,52263
5316,93,83,83136
5317,,,24579
5318,75,79,79351
5319,53,56,56204
5320,84,03,03305
5321,75,64,64385
5322,44,57,57140
5323,75,64,64121
5324,27,70,70322
5325,84,42,42284
5326,44,67,67008
5327,24,37,37048
5328,32,62,62322
5329,75,47,47276
5330,84,69,69203
5331,76,81,81198
5332,76,65,65193
5333,75,79,79309
5334,,,49168
5335,32,60,60074
5336,76,30,30213
5337,52,85,85024
5338,84,26,26258
5339,75,17,17008
5340,44,88,88190
5341,32,62,62638
5342,24,45,45024
5343,44,88,88277
5344,53,35,35096
5345,44,57,57239
5346,27,58,58037
5347,44,52,52044
5348,27,25,25192
5349,75,86,86143
5350,44,67,67002
5351,84,38,38284
5352,32,02,02071
5353,75,64,64281
5354,76,32,32039
5355,44,51,51557
5356,24,28,28306
5357,76,11,11013
5358,44,54,54045
5359,27,25,25454
5360,11,77,77091
5361,28,14,14558
5362,44,67,67199
5363,76,65,65366
5364,76,82,82148
5365,28,14,14203
5366,32,59,59237
5367,28,27,27022
5368,27,21,21709
5369,32,62,62398
5370,24,45,45171
5371,24,28,28333
5372,24,41,41028
5373,27,21,21190
5374,84,15,15165
5375,27,21,21240
5376,24,41,41231
5377,11,77,77312
5378,75,24,24305
5379,27,21,21514
5380,44,54,54224
5381,84,01,01034
5382,53,22,22166
5383,,,74245
5384,27,89,89324
5385,28,50,50121
5386,,,50470
5387,76,30,30072
5388,27,70,70242
5389,,,61007
5390,28,76,76537
5391,27,71,71131
5392,75,17,17420
5393,44,51,51269
5394,,,85217
5395,44,08,08235
5396,27,58,58147
5397,32,62,62080
5398,,,72117
5399,75,79,79090
5400,53,29,29130
5401,24,45,45157
5402,32,80,80386
5403,76,46,46003
5404,52,44,44206
5405,,,35348
5406,32,62,62751
5407,76,48,48072
5408,44,10,10116
5409,76,65,65007
5410,52,53,53003
5411,75,19,19097
5412,32,02,02803
5413,,,60096
5414,44,55,55457
5415,84,26,26055
5416,32,60,60641
5417,32,80,80421
5418,11,78,78062
5419,44,57,57471
5420,84,07,07118
5421,84,69,69168
5422,76,11,11101
5423,44,88,88075
5424,27,58,58192
5425,75,79,79231
5426,75,33,33109
5427,32,80,80197
5428,24,36,36184
5429,84,42,42131
5430,24,18,18235
5431,84,43,43231
5432,44,68,68343
5433,84,69,69384
5434,76,12,12180
5435,27,71,71238
5436,27,25,25289
5437,84,38,38062
5438,75,79,79175
5439,27,25,25503
5440,75,86,86083
5441,27,21,21132
5442,27,25,25427
5443,28,76,76211
5444,44,67,67555
5445,75,17,17027
5446,44,67,67004
5447,32,80,80043
5448,27,71,71090
5449,93,84,84039
5450,32,62,62486
5451,28,76,76683
5452,27,71,71352
5453,44,08,08237
5454,44,08,08135
5455,32,60,60655
5456,24,28,28058
5457,75,40,40015
5458,32,62,62334
5459,24,45,45063
5460,28,76,76305
5461,44,67,67203
5462,84,15,15134
5463,84,63,63140
5464,44,08,08008
5465,27,71,71554
5466,24,45,45143
5467,76,82,82115
5468,44,57,57301
5469,44,67,67271
5470,76,31,31135
5471,28,14,14053
5472,27,71,71035
5473,,,14591
5474,,,02077
5475,27,70,70077
5476,84,03,03040
5477,27,70,70303
5478,32,59,59562
5479,28,27,27550
5480,,,50100
5481,27,71,71269
5482,,,14429
5483,27,71,71414
5484,53,35,35086
5485,28,61,61287
5486,11,78,78147
5487,76,82,82097
5488,27,70,70533
5489,52,53,53036
5490,76,09,09231
5491,52,85,85248
5492,27,21,21708
5493,52,72,72040
5494,44,52,52126
5495,84,07,07038
5496,76,32,32360
5497,,,76326
5498,75,64,64269
5499,11,91,91174
5500,,,70068
5501,28,76,76596
5502,27,25,25079
5503,24,18,18274
5504,75,40,40303
5505,44,52,52013
5506,28,61,61499
5507,76,34,34300
5508,32,80,80271
5509,84,63,63021
5510,28,61,61120
5511,44,68,68234
5512,53,29,29282
5513,,,87097
5514,84,69,69239
5515,24,28,28232
5516,44,54,54544
5517,,,42114
5518,75,87,87134
5519,76,12,12193
5520,75,47,47283
5521,32,62,62146
5522,11,95,95543
5523,44,88,88177
5524,75,79,79281
5525,84,07,07056
5526,28,76,76204
5527,28,76,76574
5528,32,62,62896
5529,27,21,21266
5530,32,02,02397
5531,,,69150
5532,84,63,63363
5533,,,23161
5534,52,85,85005
5535,75,19,19051
5536,32,62,62215
5537,76,09,09043
5538,32,62,62464
5539,28,27,27091
5540,32,59,59057
5541,75,64,64466
5542,44,88,88400
5543,75,47,47106
5544,84,03,03269
5545,75,47,47196
5546,,,14176
5547,27,25,25103
5548,84,01,01308
5549,28,50,50298
5550,44,57,57372
5551,28,27,27406
5552,75,24,24334
5553,75,17,17173
5554,32,02,02571
5555,53,29,29025
5556,,,11349
5557,75,47,47082
5558,75,19,19130
5559,84,74,74077
5560,44,08,08282
5561,44,57,57641
5562,11,91,91469
5563,76,09,09081
5564,24,18,18165
5565,32,60,60677
5566,32,02,02310
5567,44,68,68357
5568,76,11,11130
5569,75,16,16293
5570,28,27,27201
5571,28,27,27349
5572,44,57,57087
5573,84,01,01061
5574,27,89,89374
5575,76,30,30126
5576,76,34,34291
5577,,,25606
5578,44,55,55458
5579,44,57,57480
5580,,,14268
5581,,,61144
5582,,,50306
5583,84,43,43026
5584,,,79063
5585,75,40,40162
5586,27,21,21058
5587,76,30,30032
5588,75,64,64280
5589,75,40,40259
5590,32,59,59559
5591,84,43,43117
5592,28,61,61049
5593,53,29,29095
5594,32,60,60702
5595,76,31,31172
5596,44,57,57248
5597,28,76,76407
5598,24,37,37047
5599,32,62,62474
5600,84,69,69235
5601,75,24,24227
5602,76,32,32454
5603,27,39,39481
5604,32,60,60009
5605,52,72,72266
5606,75,23,23233
5607,44,67,67127
5608,52,85,85210
5609,76,32,32389
5610,84,03,03008
5611,24,45,45025
5612,32,02,02142
5613,84,38,38215
5614,32,60,60697
5615,84,01,01162
5616,32,62,62311
5617,27,39,39088
5618,84,03,03048
5619,52,72,72184
5620,44,54,54174
5621,,,76539
5622,32,02,02460
5623,27,39,39342
5624,32,62,62299
5625,76,65,65220
5626,94,2B,2B126
5627,84,26,26370
5628,76,31,31250
5629,28,50,50556
5630,84,03,03142
5631,75,23,23164
5632,44,68,68299
5633,27,70,70507
5634,44,54,54383
5635,76,09,09142
5636,84,07,07229
5637,27,21,21225
5638,53,22,22024
5639,,,48134
5640,84,01,01124
5641,11,95,95268
5642,53,22,22002
5643,75,33,33312
5644,93,05,05055
5645,75,64,64524
5646,75,16,16222
5647,32,59,59243
5648,27,21,21062
5649,44,68,68204
5650,52,44,44051
5651,11,91,91425
5652,44,54,54336
5653,75,47,47089
5654,44,57,57638
5655,84,01,01083
5656,24,37,37055
5657,28,27,27251
5658,84,43,43190
5659,44,54,54566
5660,,,50140
5661,27,70,70017
5662,75,86,86010
5663,27,89,89310
5664,24,36,36127
5665,84,26,26331
5666,84,69,69088
5667,84,38,38340
5668,84,03,03016
5669,24,41,41106
5670,27,89,89348
5671,27,58,58192
5672,44,08,08286
5673,27,89,89046
5674,,,49372
5675,93,83,83115
5676,27,25,25349
5677,,,11050
5678,93,06,06114
5679,24,45,45164
5680,44,88,88365
5681,76,12,12041
5682,,,50286
5683,84,43,43114
5684,32,80,80120
5685,76,11,11334
5686,,,86245
5687,44,88,88056
5688,75,24,24069
5689,28,14,14637
5690,27,39,39207
5691,52,44,44014
5692,75,64,64535
5693,28,50,50281
5694,24,36,36060
5695,76,65,65021
5696,44,51,51281
5697,,,49242
5698,75,87,87062
5699,,,79199
5700,93,04,04158
5701,,,61172
5702,76,31,31064
5703,32,80,80501
5704,27,21,21031
5705,75,23,23088
5706,76,31,31132
5707,,,55319
5708,27,25,25369
5709,84,63,63441
5710,76,48,48092
5711,44,08,08029
5712,75,16,16389
5713,84,26,26281
5714,24,36,36244
5715,75,23,23036
5716,27,39,39293
5717,52,85,85174
5718,84,03,03175
5719,28,27,27567
5720,,,61116
5721,32,62,62834
5722,75,87,87032
5723,75,64,64154
5724,28,50,50031
5725,53,35,35305
5726,44,55,55089
5727,44,57,57374
5728,76,31,31270
5729,76,11,11341
5730,27,89,89416
5731,44,52,52227
5732,32,62,62278
5733,28,61,61252
5734,75,23,23213
5735,44,54,54028
5736,27,89,89083
5737,44,54,54556
5738,27,39,39062
5739,75,17,17069
5740,27,21,21433
5741,02,972,97224
5742,44,54,54519
5743,32,80,80235
5744,75,87,87034
5745,44,88,88332
5746,27,90,90088
5747,32,60,60342
5748,75,17,17215
5749,11,91,91195
5750,75,40,40044
5751,,,74245
5752,75,16,16163
5753,44,55,55228
5754,28,50,50277
5755,75,24,24411
5756,75,47,47007
5757,53,56,56119
5758,11,77,77159
5759,75,47,47226
5760,44,08,08301
5761,27,70,70162
5762,76,32,32056
5763,24,18,18259
5764,44,57,57749
