Location name,evse_id,spot_connector_id,tariff_id,src_id
Haut Forez Nord - Autoroute A89,FR*PLN*EH002124*1,98332956,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000880*2,82170686,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Haut Forez Nord - Autoroute A89,FR*PLN*EH002129*3,98332953,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000737*1,82170693,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route de Caen- D513 - Le Moulin du Prés,FR*PLN*EE008137*2,115312106,3909a9fc38ae3300d8a119ac3b313448,c22287d4eb8140d785467ba0d6885855_13
Chemin du Vieux Château - Lieudit La Provende,FR*PLN*EH002252*2,98332738,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"9, Rue de l'Etang",FR*PLN*EH001102*3,98332237,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - RN 6,FR*PLN*EH000893*3,83257706,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 114-116 Rue des Aciéries,FR*PLN*EH000733*1,82170692,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"Mail de l'Hippodrome, 3 avenue du",FR*PLN*EE007260*1,81933484,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
20 route Nationale,FR*PLN*EH003258*2,116191057,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Route de Caen- D513 - Le Moulin du Prés,FR*PLN*EH002980*3,115312105,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Les Grands Gougniots - 1 rue de Vandoeuvre,FR*PLN*EE008155*2,112175662,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Eni Station - RUE ADRIEN FAYOLLE,FR*PLN*EH000594*2,70377261,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
"154 Impasse de, La Grande Grange",FR*PLN*EH001123*2,77814839,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Av. Santos Dumont,FR*PLN*EH001178*1,81933465,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route de Caen- D513 - Le Moulin du Prés,FR*PLN*EE008137*1,115312107,3909a9fc38ae3300d8a119ac3b313448,c22287d4eb8140d785467ba0d6885855_13
1935 Av. d'Espagne,FR*PLN*EH002119*1,99521413,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Chaumont-sur-Tharonne,FR*PLN*EH001596*4,95531348,ebca4abaea071b612ebaeb5fd7b8fb8c,e11d9f9257dc455fbf47af8913eb26df_104
39 Route de Pont de Briques,FR*PLN*EH002977*2,119913699,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route du 17 Octobre 1961,FR*PLN*EH002364*1,98332457,3f011f8ce2ce43039d4392d6014c84c1,c22287d4eb8140d785467ba0d6885855_10
Eni Station - 79 Route de Bischwiller,FR*PLN*EH000887*1,91688816,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
39 Route de Pont de Briques,FR*PLN*EH002977*3,119913706,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"Zac du, Rond-Point du Mas Rouma",FR*PLN*EH002492*2,95721455,3f011f8ce2ce43039d4392d6014c84c1,c22287d4eb8140d785467ba0d6885855_10
Route de Caen- D513 - Le Moulin du Prés,FR*PLN*EH002980*2,115312104,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
ZAC du Clos neuf - 6 rue Denis Papin,FR*PLN*EE008153*1,115312103,3909a9fc38ae3300d8a119ac3b313448,c22287d4eb8140d785467ba0d6885855_13
Eni Station - RN 6,FR*PLN*EH000893*1,83257705,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
"Logis Hôtel le Capricorne, Av. Hubert Ruffe",FR*PLN*EH001183*3,81933451,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 15 AVE JEAN JAURES,FR*PLN*EH000592*2,77427628,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 79 Route de Bischwiller,FR*PLN*EH000885*3,91688817,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Haut Forez Nord - Autoroute A89,FR*PLN*EH002131*3,98332969,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Haut Forez Nord - Autoroute A89,FR*PLN*EH002110*1,98332941,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"ZAC des Charmes, Avenue de L'Europe",FR*PLN*EH003265*3,130162324,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Route du Molay-Littry,FR*PLN*EH002953*2,107329220,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Lotissement Les Mercières,FR*PLN*EH002972*1,115312130,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Av. des Eaux Blanches,FR*PLN*EH002250*3,98332930,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"154 Impasse de, La Grande Grange",FR*PLN*EE007405*2,77814842,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
20 route Nationale,FR*PLN*EH003258*1,116191058,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 79 Route de Bischwiller,FR*PLN*EH000885*1,91688815,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 4 ROUTE D'ALTENHEIM,FR*PLN*EH000562*2,77554643,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 51 Rue de Remiremont,FR*PLN*EH000536*2,79049973,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Aire de Haut Forez Sud,FR*PLN*EH002122*3,98333043,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Aire de Service La Maxe - Autoroute A31,FR*PLN*EH003524*2,114458201,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"Mail de l'Hippodrome, 3 avenue du",FR*PLN*EH001196*3,81933480,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Les Grands Gougniots - 1 rue de Vandoeuvre,FR*PLN*EH002915*2,112175655,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 19 BIS AVE BERTHELOT,FR*PLN*EH003099*2,92474088,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Aire de Haut Forez Sud,FR*PLN*EH003240*2,109733312,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Haut Forez Nord - Autoroute A89,FR*PLN*EH002224*2,98332963,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
